ssid_fast_orthogroups,Ssid_longest_proteome
OG0021022,Ssid_294778_c0_seq1.p1
OG0021023,Ssid_53636_c0_seq1.p1
OG0021024,
OG0021025,
OG0021026,
OG0021027,
OG0021028,Ssid_284269_c0_seq1.p1
OG0021029,Ssid_52391_c0_seq1.p1
OG0021030,Ssid_275594_c0_seq1.p1
OG0021031,
OG0021032,
OG0021033,
OG0021034,
OG0021035,
OG0021036,Ssid_238100_c0_seq7.p1
OG0021037,
OG0021038,
OG0021039,
OG0021040,
OG0021041,Ssid_159246_c0_seq1.p2
OG0021042,
OG0021043,
OG0021044,
OG0021045,
OG0021046,Ssid_220846_c0_seq6.p1
OG0021047,
OG0021048,
OG0021049,
OG0021050,Ssid_234355_c0_seq1.p1
OG0021051,Ssid_240696_c0_seq3.p2
OG0021052,
OG0021053,
OG0021054,
OG0021055,
OG0021056,
OG0021057,
OG0021058,
OG0021059,
OG0021060,
OG0021061,
OG0021062,Ssid_123582_c0_seq2.p1
OG0021063,
OG0021064,
OG0021065,
OG0021066,
OG0021067,
OG0021068,
OG0021069,
OG0021070,Ssid_221466_c0_seq2.p2
OG0021071,
OG0021072,
OG0021073,
OG0021074,
OG0021075,
OG0021076,
OG0021077,
OG0021078,
OG0021079,
OG0021080,
OG0021081,
OG0021082,
OG0021083,
OG0021084,
OG0021085,
OG0021086,
OG0021087,Ssid_310907_c0_seq1.p1
OG0021088,Ssid_206640_c0_seq5.p1
OG0021089,
OG0021090,
OG0021091,
OG0021092,
OG0021093,
OG0021094,
OG0021095,Ssid_208056_c0_seq1.p1
OG0021096,
OG0021097,
OG0021098,
OG0021099,
OG0021100,
OG0021101,Ssid_303724_c0_seq1.p2
OG0021102,
OG0021103,
OG0021104,
OG0021105,
OG0021106,
OG0021107,
OG0021108,
OG0021109,
OG0021110,
OG0021111,
OG0021112,
OG0021113,
OG0021114,
OG0021115,
OG0021116,
OG0021117,
OG0021118,
OG0021119,
OG0021120,
OG0021121,
OG0021122,
OG0021123,Ssid_143573_c0_seq1.p1
OG0021124,
OG0021125,
OG0021126,Ssid_196742_c0_seq7.p1
OG0021127,
OG0021128,Ssid_168683_c0_seq4.p1
OG0021129,
OG0021130,
OG0021131,
OG0021132,
OG0021133,
OG0021134,
OG0021135,
OG0021136,
OG0021137,
OG0021138,Ssid_164283_c0_seq1.p1
OG0021139,
OG0021140,Ssid_76929_c0_seq1.p1
OG0021141,Ssid_196783_c0_seq2.p1
OG0021142,Ssid_111113_c0_seq1.p1
OG0021143,
OG0021144,
OG0021145,
OG0021146,
OG0021147,
OG0021148,
OG0021149,
OG0021150,
OG0021151,
OG0021152,
OG0021153,
OG0021154,
OG0021155,Ssid_187707_c0_seq2.p1
OG0021156,
OG0021157,
OG0021158,
OG0021159,
OG0021160,
OG0021161,
OG0021162,
OG0021163,
OG0021164,
OG0021165,
OG0021166,
OG0021167,
OG0021168,Ssid_206762_c0_seq1.p1
OG0021169,
OG0021170,
OG0021171,
OG0021172,
OG0021173,
OG0021174,
OG0021175,
OG0021176,
OG0021177,Ssid_223923_c0_seq1.p1
OG0021178,
OG0021179,
OG0021180,Ssid_80074_c0_seq1.p1
OG0021181,
OG0021182,
OG0021183,Ssid_185536_c0_seq5.p1
OG0021184,
OG0021185,Ssid_274380_c0_seq1.p1
OG0021186,
OG0021187,
OG0021188,
OG0021189,
OG0021190,
OG0021191,Ssid_188210_c0_seq2.p1
OG0021192,
OG0021193,
OG0021194,
OG0021195,
OG0021196,
OG0021197,
OG0021198,
OG0021199,
OG0021200,
OG0021201,
OG0021202,
OG0021203,
OG0021204,
OG0021205,
OG0021206,
OG0021207,
OG0021208,
OG0021209,
OG0021210,
OG0021211,
OG0021212,Ssid_303909_c0_seq1.p1
OG0021213,Ssid_185270_c0_seq2.p1
OG0021214,
OG0021215,
OG0021216,
OG0021217,
OG0021218,
OG0021219,
OG0021220,
OG0021221,Ssid_53004_c0_seq1.p1
OG0021222,
OG0021223,
OG0021224,
OG0021225,Ssid_120338_c0_seq1.p1
OG0021226,
OG0021227,
OG0021228,Ssid_79150_c0_seq1.p1
OG0021229,
OG0021230,Ssid_153877_c0_seq1.p1
OG0021231,
OG0021232,
OG0021233,
OG0021234,
OG0021235,
OG0021236,Ssid_149011_c0_seq1.p1
OG0021237,
OG0021238,
OG0021239,
OG0021240,
OG0021241,
OG0021242,
OG0021243,
OG0021244,
OG0021245,
OG0021246,
OG0021247,
OG0021248,
OG0021249,
OG0021250,Ssid_169542_c0_seq1.p1
OG0021251,
OG0021252,
OG0021253,
OG0021254,
OG0021255,
OG0021256,
OG0021257,
OG0021258,
OG0021259,
OG0021260,Ssid_283431_c0_seq1.p1
OG0021261,
OG0021262,Ssid_93986_c0_seq1.p1
OG0021263,
OG0021264,
OG0021265,Ssid_206026_c0_seq7.p1
OG0021266,
OG0021267,
OG0021268,
OG0021269,
OG0021270,
OG0021271,
OG0021272,Ssid_211420_c0_seq1.p3
OG0021273,
OG0021274,
OG0021275,
OG0021276,Ssid_155551_c0_seq1.p1
OG0021277,
OG0021278,
OG0021279,
OG0021280,
OG0021281,
OG0021282,
OG0021283,
OG0021284,
OG0021285,
OG0021286,
OG0021287,
OG0021288,
OG0021289,
OG0021290,
OG0021291,
OG0021292,
OG0021293,Ssid_111423_c0_seq1.p1
OG0021294,Ssid_219776_c0_seq4.p1
OG0021295,
OG0021296,
OG0021297,
OG0021298,
OG0021299,
OG0021300,Ssid_73969_c0_seq1.p1
OG0021301,
OG0021302,
OG0021303,
OG0021304,
OG0021305,Ssid_239611_c0_seq1.p1
OG0021306,
OG0021307,
OG0021308,
OG0021309,
OG0021310,
OG0021311,
OG0021312,
OG0021313,
OG0021314,
OG0021315,Ssid_180936_c0_seq1.p1
OG0021316,
OG0021317,
OG0021318,
OG0021319,
OG0021320,
OG0021321,Ssid_215853_c0_seq1.p1
OG0021322,
OG0021323,
OG0021324,
OG0021325,
OG0021326,
OG0021327,
OG0021328,
OG0021329,
OG0021330,
OG0021331,
OG0021332,
OG0021333,
OG0021334,
OG0021335,
OG0021336,
OG0021337,Ssid_291345_c0_seq1.p1
OG0021338,Ssid_217719_c1_seq3.p1
OG0021339,
OG0021340,
OG0021341,
OG0021342,Ssid_214523_c0_seq1.p1
OG0021343,
OG0021344,
OG0021345,
OG0021346,
OG0021347,Ssid_278663_c0_seq1.p1
OG0021348,
OG0021349,
OG0021350,
OG0021351,
OG0021352,
OG0021353,
OG0021354,
OG0021355,
OG0021356,
OG0021357,
OG0021358,
OG0021359,Ssid_95227_c0_seq1.p1
OG0021360,
OG0021361,
OG0021362,
OG0021363,
OG0021364,
OG0021365,Ssid_117735_c0_seq1.p1
OG0021366,
OG0021367,
OG0021368,Ssid_97256_c0_seq1.p1
OG0021369,
OG0021370,
OG0021371,
OG0021372,
OG0021373,
OG0021374,
OG0021375,
OG0021376,Ssid_309761_c0_seq1.p1
OG0021377,
OG0021378,
OG0021379,
OG0021380,Ssid_250618_c0_seq2.p1
OG0021381,
OG0021382,
OG0021383,
OG0021384,
OG0021385,
OG0021386,
OG0021387,
OG0021388,Ssid_230284_c0_seq1.p1
OG0021389,Ssid_95270_c0_seq1.p1
OG0021390,
OG0021391,
OG0021392,Ssid_61003_c0_seq1.p1
OG0021393,
OG0021394,
OG0021395,
OG0021396,
OG0021397,
OG0021398,
OG0021399,
OG0021400,
OG0021401,
OG0021402,
OG0021403,
OG0021404,Ssid_58842_c0_seq1.p2
OG0021405,
OG0021406,
OG0021407,
OG0021408,
OG0021409,
OG0021410,
OG0021411,
OG0021412,
OG0021413,
OG0021414,
OG0021415,
OG0021416,
OG0021417,
OG0021418,
OG0021419,
OG0021420,
OG0021421,
OG0021422,
OG0021423,Ssid_73008_c0_seq1.p1
OG0021424,
OG0021425,
OG0021426,
OG0021427,
OG0021428,
OG0021429,
OG0021430,
OG0021431,Ssid_176093_c0_seq2.p1
OG0021432,
OG0021433,
OG0021434,
OG0021435,
OG0021436,
OG0021437,
OG0021438,
OG0021439,
OG0021440,
OG0021441,
OG0021442,
OG0021443,
OG0021444,
OG0021445,Ssid_256235_c0_seq7.p2
OG0021446,
OG0021447,
OG0021448,
OG0021449,
OG0021450,
OG0021451,Ssid_200999_c0_seq1.p1
OG0021452,
OG0021453,
OG0021454,
OG0021455,
OG0021456,
OG0021457,
OG0021458,Ssid_250097_c0_seq1.p1
OG0021459,
OG0021460,Ssid_183741_c0_seq2.p1
OG0021461,
OG0021462,Ssid_121667_c0_seq2.p1
OG0021463,
OG0021464,
OG0021465,
OG0021466,
OG0021467,
OG0021468,
OG0021469,
OG0021470,Ssid_60054_c0_seq1.p1
OG0021471,
OG0021472,Ssid_123599_c0_seq1.p1
OG0021473,
OG0021474,
OG0021475,
OG0021476,
OG0021477,
OG0021478,
OG0021479,
OG0021480,
OG0021481,
OG0021482,
OG0021483,Ssid_120422_c0_seq1.p1
OG0021484,
OG0021485,
OG0021486,
OG0021487,
OG0021488,
OG0021489,
OG0021490,
OG0021491,
OG0021492,
OG0021493,
OG0021494,
OG0021495,Ssid_230306_c0_seq1.p1
OG0021496,
OG0021497,
OG0021498,
OG0021499,
OG0021500,
OG0021501,
OG0021502,
OG0021503,
OG0021504,
OG0021505,
OG0021506,
OG0021507,
OG0021508,
OG0021509,
OG0021510,
OG0021511,Ssid_200461_c0_seq2.p2
OG0021512,
OG0021513,
OG0021514,
OG0021515,
OG0021516,
OG0021517,
OG0021518,
OG0021519,
OG0021520,
OG0021521,
OG0021522,
OG0021523,
OG0021524,
OG0021525,
OG0021526,
OG0021527,
OG0021528,
OG0021529,
OG0021530,
OG0021531,
OG0021532,
OG0021533,
OG0021534,Ssid_274771_c0_seq1.p1
OG0021535,
OG0021536,
OG0021537,
OG0021538,
OG0021539,
OG0021540,
OG0021541,
OG0021542,
OG0021543,
OG0021544,
OG0021545,
OG0021546,
OG0021547,
OG0021548,
OG0021549,
OG0021550,
OG0021551,Ssid_112882_c0_seq1.p1
OG0021552,
OG0021553,
OG0021554,
OG0021555,
OG0021556,
OG0021557,Ssid_283613_c0_seq1.p2
OG0021558,
OG0021559,
OG0021560,
OG0021561,
OG0021562,
OG0021563,Ssid_281303_c1_seq1.p1
OG0021564,
OG0021565,Ssid_55901_c0_seq1.p1
OG0021566,Ssid_172667_c0_seq2.p1
OG0021567,
OG0021568,
OG0021569,
OG0021570,
OG0021571,
OG0021572,
OG0021573,Ssid_342703_c0_seq1.p1
OG0021574,
OG0021575,
OG0021576,
OG0021577,
OG0021578,
OG0021579,
OG0021580,
OG0021581,
OG0021582,Ssid_295332_c0_seq1.p1
OG0021583,
OG0021584,
OG0021585,
OG0021586,
OG0021587,
OG0021588,
OG0021589,
OG0021590,
OG0021591,
OG0021592,
OG0021593,Ssid_257624_c1_seq5.p1
OG0021594,
OG0021595,
OG0021596,
OG0021597,
OG0021598,
OG0021599,
OG0021600,
OG0021601,
OG0021602,
OG0021603,Ssid_221466_c0_seq2.p1
OG0021604,
OG0021605,
OG0021606,
OG0021607,
OG0021608,
OG0021609,
OG0021610,
OG0021611,Ssid_83186_c0_seq1.p1
OG0021612,
OG0021613,
OG0021614,Ssid_278507_c0_seq1.p1
OG0021615,
OG0021616,
OG0021617,
OG0021618,
OG0021619,
OG0021620,
OG0021621,
OG0021622,
OG0021623,
OG0021624,
OG0021625,
OG0021626,
OG0021627,
OG0021628,
OG0021629,
OG0021630,
OG0021631,
OG0021632,Ssid_179641_c0_seq1.p1
OG0021633,
OG0021634,
OG0021635,
OG0021636,Ssid_189779_c0_seq1.p2
OG0021637,
OG0021638,
OG0021639,
OG0021640,
OG0021641,
OG0021642,Ssid_308015_c0_seq1.p1
OG0021643,Ssid_254828_c0_seq21.p2
OG0021644,Ssid_220690_c0_seq2.p1
OG0021645,
OG0021646,
OG0021647,
OG0021648,
OG0021649,
OG0021650,
OG0021651,Ssid_231706_c0_seq1.p1
OG0021652,
OG0021653,
OG0021654,
OG0021655,
OG0021656,
OG0021657,
OG0021658,
OG0021659,
OG0021660,
OG0021661,
OG0021662,
OG0021663,Ssid_167819_c0_seq2.p1
OG0021664,
OG0021665,
OG0021666,
OG0021667,Ssid_278488_c0_seq1.p1
OG0021668,
OG0021669,
OG0021670,
OG0021671,
OG0021672,
OG0021673,
OG0021674,
OG0021675,
OG0021676,
OG0021677,
OG0021678,
OG0021679,
OG0021680,
OG0021681,
OG0021682,Ssid_319675_c0_seq1.p1
OG0021683,
OG0021684,
OG0021685,
OG0021686,
OG0021687,Ssid_393524_c0_seq1.p1
OG0021688,
OG0021689,
OG0021690,
OG0021691,
OG0021692,
OG0021693,
OG0021694,
OG0021695,
OG0021696,
OG0021697,
OG0021698,
OG0021699,
OG0021700,
OG0021701,Ssid_111237_c0_seq2.p1
OG0021702,
OG0021703,
OG0021704,
OG0021705,
OG0021706,
OG0021707,
OG0021708,
OG0021709,
OG0021710,
OG0021711,
OG0021712,
OG0021713,
OG0021714,
OG0021715,
OG0021716,
OG0021717,
OG0021718,
OG0021719,
OG0021720,
OG0021721,
OG0021722,
OG0021723,
OG0021724,
OG0021725,
OG0021726,
OG0021727,Ssid_275880_c0_seq1.p1
OG0021728,
OG0021729,
OG0021730,
OG0021731,
OG0021732,
OG0021733,
OG0021734,Ssid_181412_c0_seq1.p1
OG0021735,
OG0021736,
OG0021737,
OG0021738,
OG0021739,
OG0021740,
OG0021741,
OG0021742,
OG0021743,
OG0021744,
OG0021745,
OG0021746,
OG0021747,
OG0021748,
OG0021749,
OG0021750,
OG0021751,Ssid_89669_c0_seq1.p1
OG0021752,Ssid_227474_c0_seq1.p1
OG0021753,
OG0021754,
OG0021755,Ssid_200292_c0_seq16.p1
OG0021756,
OG0021757,
OG0021758,Ssid_113115_c0_seq1.p1
OG0021759,
OG0021760,
OG0021761,
OG0021762,Ssid_299999_c0_seq1.p1
OG0021763,Ssid_176508_c0_seq1.p1
OG0021764,
OG0021765,Ssid_175251_c0_seq1.p1
OG0021766,
OG0021767,
OG0021768,
OG0021769,
OG0021770,Ssid_68669_c0_seq1.p1
OG0021771,
OG0021772,
OG0021773,
OG0021774,
OG0021775,
OG0021776,
OG0021777,
OG0021778,
OG0021779,
OG0021780,
OG0021781,
OG0021782,Ssid_185113_c0_seq1.p1
OG0021783,Ssid_224480_c0_seq2.p1
OG0021784,
OG0021785,
OG0021786,Ssid_205955_c0_seq3.p1
OG0021787,
OG0021788,Ssid_159873_c1_seq1.p1
OG0021789,
OG0021790,
OG0021791,
OG0021792,
OG0021793,
OG0021794,
OG0021795,
OG0021796,
OG0021797,
OG0021798,
OG0021799,
OG0021800,
OG0021801,
OG0021802,
OG0021803,
OG0021804,
OG0021805,
OG0021806,
OG0021807,
OG0021808,
OG0021809,
OG0021810,
OG0021811,
OG0021812,
OG0021813,
OG0021814,
OG0021815,
OG0021816,
OG0021817,
OG0021818,
OG0021819,
OG0021820,
OG0021821,
OG0021822,
OG0021823,
OG0021824,
OG0021825,
OG0021826,
OG0021827,
OG0021828,
OG0021829,
OG0021830,
OG0021831,
OG0021832,
OG0021833,Ssid_288371_c0_seq1.p1
OG0021834,
OG0021835,
OG0021836,
OG0021837,
OG0021838,
OG0021839,
OG0021840,
OG0021841,
OG0021842,Ssid_117608_c0_seq2.p1
OG0021843,
OG0021844,
OG0021845,
OG0021846,
OG0021847,
OG0021848,
OG0021849,
OG0021850,
OG0021851,
OG0021852,
OG0021853,
OG0021854,
OG0021855,
OG0021856,Ssid_272293_c0_seq1.p1
OG0021857,
OG0021858,
OG0021859,
OG0021860,
OG0021861,
OG0021862,
OG0021863,
OG0021864,
OG0021865,
OG0021866,
OG0021867,
OG0021868,
OG0021869,
OG0021870,
OG0021871,
OG0021872,
OG0021873,
OG0021874,
OG0021875,
OG0021876,
OG0021877,
OG0021878,
OG0021879,
OG0021880,
OG0021881,
OG0021882,Ssid_19037_c0_seq1.p1
OG0021883,
OG0021884,
OG0021885,
OG0021886,
OG0021887,
OG0021888,
OG0021889,
OG0021890,
OG0021891,
OG0021892,Ssid_170748_c0_seq1.p1
OG0021893,
OG0021894,
OG0021895,Ssid_289036_c0_seq1.p1
OG0021896,
OG0021897,
OG0021898,
OG0021899,Ssid_295276_c0_seq1.p1
OG0021900,Ssid_153280_c0_seq4.p4
OG0021901,Ssid_56173_c0_seq1.p1
OG0021902,
OG0021903,
OG0021904,
OG0021905,
OG0021906,
OG0021907,
OG0021908,
OG0021909,
OG0021910,
OG0021911,Ssid_157193_c0_seq1.p2
OG0021912,
OG0021913,
OG0021914,
OG0021915,
OG0021916,Ssid_209228_c0_seq1.p1
OG0021917,Ssid_297474_c0_seq1.p1
OG0021918,
OG0021919,
OG0021920,
OG0021921,
OG0021922,
OG0021923,
OG0021924,
OG0021925,
OG0021926,
OG0021927,
OG0021928,
OG0021929,
OG0021930,
OG0021931,
OG0021932,
OG0021933,Ssid_259685_c0_seq1.p2
OG0021934,
OG0021935,
OG0021936,Ssid_66670_c0_seq1.p1
OG0021937,Ssid_253681_c0_seq2.p2
OG0021938,Ssid_253681_c0_seq2.p1
OG0021939,Ssid_229765_c0_seq1.p1
OG0021940,Ssid_117568_c1_seq1.p1
OG0021941,
OG0021942,
OG0021943,
OG0021944,
OG0021945,
OG0021946,Ssid_41728_c0_seq1.p1
OG0021947,
OG0021948,
OG0021949,
OG0021950,
OG0021951,
OG0021952,
OG0021953,
OG0021954,
OG0021955,
OG0021956,Ssid_289430_c0_seq1.p1
OG0021957,
OG0021958,
OG0021959,
OG0021960,
OG0021961,
OG0021962,
OG0021963,
OG0021964,
OG0021965,
OG0021966,
OG0021967,
OG0021968,Ssid_277085_c0_seq1.p1
OG0021969,
OG0021970,
OG0021971,
OG0021972,Ssid_215327_c0_seq1.p1
OG0021973,
OG0021974,
OG0021975,
OG0021976,
OG0021977,Ssid_153581_c0_seq1.p1
OG0021978,
OG0021979,
OG0021980,
OG0021981,
OG0021982,Ssid_90664_c0_seq1.p1
OG0021983,
OG0021984,
OG0021985,
OG0021986,
OG0021987,Ssid_125305_c0_seq1.p1
OG0021988,Ssid_75841_c0_seq1.p1
OG0021989,
OG0021990,
OG0021991,
OG0021992,Ssid_217067_c0_seq7.p1
OG0021993,Ssid_281607_c0_seq1.p1
OG0021994,
OG0021995,
OG0021996,
OG0021997,
OG0021998,
OG0021999,
OG0022000,
OG0022001,Ssid_188410_c0_seq2.p1
OG0022002,
OG0022003,
OG0022004,
OG0022005,
OG0022006,
OG0022007,
OG0022008,
OG0022009,
OG0022010,
OG0022011,
OG0022012,
OG0022013,
OG0022014,Ssid_263370_c0_seq3.p2
OG0022015,
OG0022016,
OG0022017,
OG0022018,
OG0022019,
OG0022020,
OG0022021,
OG0022022,
OG0022023,Ssid_101990_c0_seq1.p1
OG0022024,
OG0022025,
OG0022026,
OG0022027,
OG0022028,
OG0022029,Ssid_163939_c0_seq2.p1
OG0022030,Ssid_277478_c0_seq1.p1
OG0022031,
OG0022032,
OG0022033,
OG0022034,
OG0022035,
OG0022036,
OG0022037,
OG0022038,
OG0022039,
OG0022040,Ssid_55509_c0_seq1.p1
OG0022041,Ssid_199475_c0_seq3.p1
OG0022042,
OG0022043,
OG0022044,
OG0022045,
OG0022046,Ssid_226787_c0_seq5.p1
OG0022047,
OG0022048,
OG0022049,
OG0022050,
OG0022051,
OG0022052,
OG0022053,
OG0022054,
OG0022055,
OG0022056,
OG0022057,Ssid_49576_c0_seq1.p1
OG0022058,
OG0022059,
OG0022060,
OG0022061,
OG0022062,
OG0022063,
OG0022064,Ssid_123227_c0_seq2.p1
OG0022065,
OG0022066,
OG0022067,
OG0022068,
OG0022069,
OG0022070,
OG0022071,
OG0022072,
OG0022073,Ssid_112183_c0_seq1.p1
OG0022074,
OG0022075,
OG0022076,
OG0022077,
OG0022078,Ssid_209711_c0_seq2.p1
OG0022079,
OG0022080,
OG0022081,
OG0022082,
OG0022083,
OG0022084,
OG0022085,
OG0022086,Ssid_120504_c0_seq1.p1
OG0022087,
OG0022088,
OG0022089,
OG0022090,
OG0022091,
OG0022092,
OG0022093,
OG0022094,
OG0022095,
OG0022096,
OG0022097,
OG0022098,
OG0022099,
OG0022100,
OG0022101,Ssid_246830_c1_seq2.p1
OG0022102,
OG0022103,
OG0022104,
OG0022105,Ssid_289563_c0_seq1.p1
OG0022106,
OG0022107,
OG0022108,
OG0022109,
OG0022110,Ssid_103821_c0_seq1.p1
OG0022111,
OG0022112,
OG0022113,
OG0022114,
OG0022115,
OG0022116,
OG0022117,
OG0022118,Ssid_240620_c0_seq1.p1
OG0022119,
OG0022120,
OG0022121,
OG0022122,Ssid_309423_c0_seq1.p1
OG0022123,
OG0022124,Ssid_191414_c0_seq1.p1
OG0022125,
OG0022126,
OG0022127,Ssid_208102_c0_seq1.p1
OG0022128,
OG0022129,
OG0022130,
OG0022131,
OG0022132,
OG0022133,
OG0022134,
OG0022135,Ssid_51034_c0_seq1.p1
OG0022136,
OG0022137,
OG0022138,
OG0022139,
OG0022140,Ssid_272287_c0_seq1.p1
OG0022141,
OG0022142,
OG0022143,
OG0022144,
OG0022145,
OG0022146,
OG0022147,
OG0022148,
OG0022149,
OG0022150,
OG0022151,
OG0022152,Ssid_77492_c0_seq1.p1
OG0022153,
OG0022154,
OG0022155,
OG0022156,
OG0022157,
OG0022158,Ssid_60248_c0_seq1.p1
OG0022159,
OG0022160,
OG0022161,
OG0022162,Ssid_163695_c0_seq2.p1
OG0022163,
OG0022164,
OG0022165,Ssid_187489_c0_seq1.p1
OG0022166,
OG0022167,
OG0022168,
OG0022169,
OG0022170,Ssid_209995_c0_seq2.p1
OG0022171,
OG0022172,
OG0022173,
OG0022174,
OG0022175,
OG0022176,
OG0022177,
OG0022178,
OG0022179,
OG0022180,
OG0022181,
OG0022182,
OG0022183,
OG0022184,
OG0022185,
OG0022186,
OG0022187,
OG0022188,
OG0022189,
OG0022190,
OG0022191,
OG0022192,
OG0022193,
OG0022194,
OG0022195,Ssid_112889_c0_seq1.p1
OG0022196,
OG0022197,Ssid_123027_c0_seq3.p3
OG0022198,
OG0022199,
OG0022200,
OG0022201,Ssid_62898_c0_seq1.p1
OG0022202,
OG0022203,Ssid_74758_c0_seq1.p1
OG0022204,Ssid_240168_c0_seq6.p1
OG0022205,
OG0022206,
OG0022207,
OG0022208,
OG0022209,
OG0022210,
OG0022211,
OG0022212,
OG0022213,
OG0022214,
OG0022215,
OG0022216,
OG0022217,
OG0022218,
OG0022219,
OG0022220,
OG0022221,
OG0022222,
OG0022223,
OG0022224,
OG0022225,
OG0022226,
OG0022227,
OG0022228,
OG0022229,
OG0022230,
OG0022231,Ssid_90713_c0_seq1.p1
OG0022232,
OG0022233,
OG0022234,
OG0022235,
OG0022236,
OG0022237,
OG0022238,
OG0022239,
OG0022240,
OG0022241,
OG0022242,
OG0022243,
OG0022244,
OG0022245,
OG0022246,
OG0022247,
OG0022248,
OG0022249,
OG0022250,
OG0022251,Ssid_161722_c0_seq1.p1
OG0022252,
OG0022253,Ssid_74719_c0_seq1.p1
OG0022254,
OG0022255,
OG0022256,
OG0022257,
OG0022258,
OG0022259,
OG0022260,
OG0022261,
OG0022262,
OG0022263,
OG0022264,
OG0022265,
OG0022266,
OG0022267,
OG0022268,Ssid_225613_c0_seq4.p1
OG0022269,Ssid_117621_c0_seq1.p1
OG0022270,
OG0022271,
OG0022272,
OG0022273,
OG0022274,
OG0022275,Ssid_259317_c0_seq1.p1
OG0022276,
OG0022277,Ssid_239134_c0_seq1.p1
OG0022278,Ssid_238146_c1_seq1.p2
OG0022279,
OG0022280,
OG0022281,
OG0022282,
OG0022283,
OG0022284,
OG0022285,
OG0022286,
OG0022287,
OG0022288,
OG0022289,Ssid_63902_c0_seq1.p1
OG0022290,
OG0022291,
OG0022292,
OG0022293,
OG0022294,
OG0022295,Ssid_232486_c1_seq3.p1
OG0022296,
OG0022297,
OG0022298,
OG0022299,
OG0022300,
OG0022301,
OG0022302,
OG0022303,
OG0022304,
OG0022305,
OG0022306,
OG0022307,
OG0022308,
OG0022309,
OG0022310,
OG0022311,
OG0022312,Ssid_173190_c0_seq1.p1
OG0022313,
OG0022314,Ssid_55361_c0_seq1.p1
OG0022315,
OG0022316,
OG0022317,
OG0022318,
OG0022319,
OG0022320,
OG0022321,
OG0022322,
OG0022323,Ssid_239083_c0_seq3.p1
OG0022324,
OG0022325,
OG0022326,
OG0022327,
OG0022328,
OG0022329,
OG0022330,Ssid_238456_c0_seq7.p1
OG0022331,
OG0022332,
OG0022333,
OG0022334,
OG0022335,
OG0022336,
OG0022337,
OG0022338,
OG0022339,
OG0022340,
OG0022341,
OG0022342,
OG0022343,
OG0022344,
OG0022345,Ssid_51327_c0_seq1.p1
OG0022346,
OG0022347,
OG0022348,Ssid_202737_c0_seq1.p1
OG0022349,
OG0022350,Ssid_209832_c0_seq3.p1
OG0022351,
OG0022352,
OG0022353,
OG0022354,
OG0022355,
OG0022356,
OG0022357,
OG0022358,Ssid_149372_c0_seq2.p1
OG0022359,
OG0022360,
OG0022361,
OG0022362,Ssid_316483_c0_seq1.p1
OG0022363,
OG0022364,
OG0022365,
OG0022366,
OG0022367,
OG0022368,Ssid_108367_c0_seq1.p1
OG0022369,Ssid_254939_c0_seq2.p1
OG0022370,
OG0022371,
OG0022372,
OG0022373,
OG0022374,
OG0022375,
OG0022376,
OG0022377,
OG0022378,
OG0022379,
OG0022380,
OG0022381,
OG0022382,
OG0022383,
OG0022384,
OG0022385,
OG0022386,
OG0022387,
OG0022388,
OG0022389,
OG0022390,Ssid_37240_c0_seq1.p1
OG0022391,
OG0022392,
OG0022393,
OG0022394,
OG0022395,
OG0022396,
OG0022397,Ssid_148041_c0_seq3.p1
OG0022398,Ssid_92877_c0_seq1.p1
OG0022399,
OG0022400,
OG0022401,
OG0022402,
OG0022403,
OG0022404,
OG0022405,
OG0022406,
OG0022407,
OG0022408,
OG0022409,
OG0022410,
OG0022411,
OG0022412,
OG0022413,
OG0022414,
OG0022415,
OG0022416,Ssid_197907_c0_seq6.p1
OG0022417,
OG0022418,
OG0022419,
OG0022420,
OG0022421,
OG0022422,Ssid_217016_c0_seq1.p1
OG0022423,
OG0022424,
OG0022425,
OG0022426,
OG0022427,
OG0022428,
OG0022429,
OG0022430,Ssid_99715_c0_seq1.p1
OG0022431,
OG0022432,
OG0022433,
OG0022434,Ssid_236657_c0_seq4.p1
OG0022435,
OG0022436,Ssid_176393_c0_seq1.p1
OG0022437,Ssid_102812_c0_seq1.p1
OG0022438,
OG0022439,Ssid_232837_c0_seq1.p1
OG0022440,
OG0022441,
OG0022442,
OG0022443,
OG0022444,
OG0022445,
OG0022446,
OG0022447,
OG0022448,
OG0022449,
OG0022450,
OG0022451,
OG0022452,
OG0022453,
OG0022454,
OG0022455,
OG0022456,
OG0022457,
OG0022458,
OG0022459,
OG0022460,
OG0022461,
OG0022462,
OG0022463,
OG0022464,
OG0022465,
OG0022466,
OG0022467,
OG0022468,
OG0022469,
OG0022470,
OG0022471,
OG0022472,
OG0022473,
OG0022474,Ssid_306628_c0_seq1.p1
OG0022475,
OG0022476,
OG0022477,
OG0022478,
OG0022479,
OG0022480,
OG0022481,
OG0022482,
OG0022483,
OG0022484,
OG0022485,
OG0022486,
OG0022487,
OG0022488,
OG0022489,Ssid_116707_c0_seq1.p1
OG0022490,
OG0022491,Ssid_282453_c0_seq1.p1
OG0022492,
OG0022493,
OG0022494,
OG0022495,
OG0022496,
OG0022497,
OG0022498,
OG0022499,Ssid_308684_c0_seq1.p1
OG0022500,
OG0022501,
OG0022502,
OG0022503,
OG0022504,
OG0022505,
OG0022506,
OG0022507,
OG0022508,Ssid_91222_c0_seq1.p1
OG0022509,
OG0022510,
OG0022511,
OG0022512,
OG0022513,
OG0022514,
