Orthogroup,Mcav_No_isos
OG0024563,"Mcav_10757_c0_g1_i1.p1, Mcav_42467_c3_g1_i1.p1"
OG0024564,Mcav_10824_c21_g1_i1.p1
OG0024565,Mcav_10827_c0_g1_i1.p1
OG0024566,Mcav_10875_c2_g1_i1.p1
OG0024567,Mcav_10899_c0_g1_i1.p1
OG0024568,"Mcav_10904_c2_g1_i1.p1, Mcav_10904_c2_g1_i4.p1"
OG0024569,Mcav_10914_c5_g1_i1.p1
OG0024570,"Mcav_10920_c1_g1_i1.p1, Mcav_10933_c1_g1_i1.p1"
OG0024571,Mcav_10952_c0_g1_i1.p1
OG0024572,"Mcav_10991_c0_g1_i1.p2, Mcav_47216_c0_g1_i1.p1"
OG0024573,"Mcav_11013_c0_g1_i1.p1, Mcav_11027_c1_g1_i1.p1"
OG0024574,"Mcav_11051_c0_g1_i1.p1, Mcav_51923_c0_g1_i1.p1"
OG0024575,Mcav_11193_c3_g1_i1.p1
OG0024576,Mcav_11195_c8_g1_i2.p1
OG0024577,"Mcav_11222_c0_g1_i1.p1, Mcav_11229_c0_g1_i1.p1"
OG0024578,"Mcav_11222_c1_g1_i1.p1, Mcav_11222_c3_g1_i1.p1"
OG0024579,Mcav_11288_c2_g1_i1.p1
OG0024580,Mcav_11308_c5_g1_i1.p1
OG0024581,Mcav_11323_c6_g1_i2.p3
OG0024582,"Mcav_11324_c6_g1_i3.p1, Mcav_50931_c4_g1_i1.p1"
OG0024583,Mcav_11324_c6_g2_i1.p1
OG0024584,"Mcav_11329_c0_g1_i3.p1, Mcav_54151_c0_g1_i1.p1"
OG0024585,Mcav_11338_c0_g1_i1.p1
OG0024586,"Mcav_11372_c0_g1_i1.p1, Mcav_20794_c0_g1_i1.p1"
OG0024587,Mcav_1137_c16_g1_i1.p1
OG0024588,"Mcav_1137_c31_g4_i1.p1, Mcav_34771_c17_g1_i1.p1"
OG0024589,Mcav_11456_c0_g1_i1.p1
OG0024590,Mcav_11511_c3_g1_i1.p1
OG0024591,"Mcav_1158_c8_g1_i1.p1, Mcav_1158_c8_g1_i3.p1"
OG0024592,Mcav_11600_c1_g1_i1.p1
OG0024593,Mcav_11617_c0_g1_i1.p1
OG0024594,"Mcav_11637_c8_g1_i1.p1, Mcav_33423_c0_g1_i1.p1"
OG0024595,Mcav_11694_c0_g1_i1.p1
OG0024596,Mcav_11715_c13_g1_i1.p1
OG0024597,"Mcav_11731_c1_g1_i1.p1, Mcav_47876_c0_g1_i1.p1"
OG0024598,"Mcav_11742_c10_g1_i1.p1, Mcav_55458_c0_g1_i1.p1"
OG0024599,"Mcav_11883_c0_g1_i1.p1, Mcav_40072_c2_g1_i1.p1"
OG0024600,"Mcav_11956_c0_g1_i1.p1, Mcav_11956_c0_g1_i2.p1"
OG0024601,"Mcav_11972_c0_g1_i2.p1, Mcav_32704_c5_g1_i1.p2"
OG0024602,"Mcav_12020_c5_g1_i1.p1, Mcav_27270_c2_g1_i1.p1"
OG0024603,Mcav_12057_c8_g1_i1.p1
OG0024604,Mcav_12086_c0_g1_i1.p1
OG0024605,"Mcav_12156_c9_g1_i1.p3, Mcav_38097_c0_g1_i1.p1"
OG0024606,Mcav_12207_c0_g1_i1.p1
OG0024607,"Mcav_12207_c0_g1_i1.p3, Mcav_43703_c6_g1_i2.p1"
OG0024608,Mcav_12214_c1_g1_i1.p1
OG0024609,Mcav_1225_c5_g1_i1.p1
OG0024610,Mcav_12370_c0_g1_i1.p1
OG0024611,Mcav_12372_c1_g1_i3.p1
OG0024612,"Mcav_12400_c13_g1_i1.p1, Mcav_36741_c1_g1_i1.p1"
OG0024613,Mcav_12427_c0_g1_i1.p1
OG0024614,Mcav_12498_c1_g1_i3.p1
OG0024615,Mcav_12521_c0_g1_i1.p1
OG0024616,Mcav_12555_c0_g1_i1.p1
OG0024617,"Mcav_12599_c2_g1_i4.p3, Mcav_53736_c2_g1_i1.p1"
OG0024618,Mcav_12633_c0_g1_i1.p1
OG0024619,Mcav_12642_c0_g1_i1.p2
OG0024620,"Mcav_12644_c7_g1_i1.p1, Mcav_19818_c8_g1_i1.p1"
OG0024621,"Mcav_12700_c0_g1_i1.p1, Mcav_12700_c0_g1_i2.p1"
OG0024622,Mcav_12764_c1_g1_i1.p1
OG0024623,Mcav_12780_c2_g1_i1.p1
OG0024624,Mcav_12799_c0_g1_i1.p1
OG0024625,"Mcav_12800_c5_g1_i1.p1, Mcav_12800_c5_g1_i4.p1"
OG0024626,"Mcav_12802_c12_g3_i1.p1, Mcav_12802_c12_g3_i3.p1"
OG0024627,"Mcav_12810_c3_g1_i1.p1, Mcav_4464_c0_g1_i1.p1"
OG0024628,"Mcav_12820_c0_g1_i1.p1, Mcav_25771_c22_g1_i1.p1"
OG0024629,Mcav_12820_c1_g1_i1.p2
OG0024630,Mcav_12820_c1_g1_i1.p3
OG0024631,Mcav_12820_c1_g1_i1.p1
OG0024632,"Mcav_12828_c0_g1_i1.p1, Mcav_58105_c6_g1_i1.p1"
OG0024633,Mcav_12842_c2_g1_i1.p1
OG0024634,Mcav_12870_c1_g1_i3.p1
OG0024635,Mcav_12873_c6_g3_i2.p1
OG0024636,"Mcav_12900_c1_g1_i2.p1, Mcav_17422_c0_g1_i1.p1"
OG0024637,"Mcav_12914_c3_g1_i3.p1, Mcav_54057_c0_g1_i2.p1"
OG0024638,"Mcav_12937_c2_g1_i1.p1, Mcav_48248_c33_g1_i1.p1"
OG0024639,Mcav_12988_c0_g1_i1.p1
OG0024640,Mcav_12998_c3_g1_i1.p1
OG0024641,Mcav_13021_c0_g1_i1.p1
OG0024642,Mcav_13024_c6_g1_i2.p1
OG0024643,Mcav_13039_c0_g1_i1.p1
OG0024644,Mcav_13054_c2_g1_i1.p1
OG0024645,Mcav_13061_c1_g1_i1.p1
OG0024646,"Mcav_13079_c2_g3_i4.p1, Mcav_28682_c28_g1_i3.p1"
OG0024647,"Mcav_13224_c35_g1_i2.p1, Mcav_38944_c13_g1_i1.p1"
OG0024648,Mcav_13224_c38_g1_i2.p1
OG0024649,Mcav_13228_c0_g1_i1.p1
OG0024650,Mcav_13299_c5_g1_i1.p1
OG0024651,"Mcav_13303_c39_g2_i1.p1, Mcav_13303_c39_g2_i4.p1"
OG0024652,Mcav_13307_c1_g1_i2.p1
OG0024653,Mcav_13350_c2_g1_i1.p1
OG0024654,"Mcav_13442_c1_g1_i1.p1, Mcav_60943_c0_g1_i1.p1"
OG0024655,Mcav_13468_c4_g1_i1.p1
OG0024656,"Mcav_13485_c1_g1_i1.p1, Mcav_5671_c3_g1_i1.p1"
OG0024657,Mcav_1357_c0_g1_i1.p4
OG0024658,"Mcav_1363_c2_g1_i1.p1, Mcav_53253_c1_g1_i1.p1"
OG0024659,Mcav_13692_c4_g1_i1.p1
OG0024660,Mcav_13793_c0_g1_i1.p1
OG0024661,Mcav_13800_c1_g1_i1.p1
OG0024662,"Mcav_13846_c0_g1_i1.p1, Mcav_27634_c0_g1_i1.p1"
OG0024663,Mcav_13853_c9_g1_i1.p1
OG0024664,Mcav_13855_c0_g1_i1.p1
OG0024665,Mcav_13867_c23_g1_i1.p1
OG0024666,Mcav_13970_c3_g1_i1.p1
OG0024667,Mcav_14020_c0_g1_i1.p1
OG0024668,"Mcav_14024_c1_g1_i1.p1, Mcav_21474_c0_g1_i1.p1"
OG0024669,Mcav_14126_c5_g1_i1.p1
OG0024670,Mcav_14154_c1_g1_i2.p1
OG0024671,"Mcav_14210_c1_g1_i1.p1, Mcav_17625_c1_g1_i1.p1"
OG0024672,Mcav_14272_c0_g1_i1.p1
OG0024673,Mcav_14286_c0_g1_i1.p1
OG0024674,Mcav_14303_c2_g1_i1.p1
OG0024675,"Mcav_14314_c11_g1_i1.p5, Mcav_14314_c11_g1_i5.p1"
OG0024676,"Mcav_14332_c34_g1_i1.p1, Mcav_38887_c19_g1_i1.p1"
OG0024677,Mcav_14332_c42_g1_i1.p3
OG0024678,"Mcav_14342_c1_g1_i1.p1, Mcav_33615_c20_g1_i1.p1"
OG0024679,"Mcav_14408_c21_g1_i1.p1, Mcav_41988_c47_g1_i1.p1"
OG0024680,Mcav_14445_c1_g1_i1.p1
OG0024681,"Mcav_14470_c3_g1_i1.p1, Mcav_14482_c0_g3_i1.p1"
OG0024682,"Mcav_1450_c7_g1_i1.p1, Mcav_7698_c0_g1_i4.p1"
OG0024683,"Mcav_14613_c0_g1_i1.p1, Mcav_46593_c1_g1_i1.p1"
OG0024684,Mcav_14624_c0_g1_i1.p1
OG0024685,Mcav_14665_c9_g1_i1.p2
OG0024686,Mcav_14753_c1_g1_i1.p1
OG0024687,"Mcav_14775_c2_g2_i1.p1, Mcav_28302_c8_g1_i4.p1"
OG0024688,Mcav_14780_c0_g1_i1.p1
OG0024689,"Mcav_14787_c6_g1_i1.p3, Mcav_48282_c0_g1_i1.p2"
OG0024690,Mcav_14790_c0_g1_i1.p1
OG0024691,Mcav_14801_c0_g1_i1.p1
OG0024692,Mcav_14824_c0_g1_i2.p1
OG0024693,Mcav_14827_c3_g1_i1.p1
OG0024694,"Mcav_14870_c1_g1_i2.p1, Mcav_4913_c5_g2_i1.p3"
OG0024695,Mcav_14870_c4_g1_i2.p1
OG0024696,"Mcav_14921_c9_g1_i1.p1, Mcav_29540_c19_g1_i1.p2"
OG0024697,Mcav_14930_c0_g1_i1.p1
OG0024698,Mcav_14967_c20_g1_i1.p1
OG0024699,"Mcav_14982_c0_g1_i1.p1, Mcav_28919_c63_g1_i1.p1"
OG0024700,"Mcav_14982_c8_g1_i1.p1, Mcav_23008_c11_g1_i1.p2"
OG0024701,"Mcav_15026_c9_g1_i1.p1, Mcav_35173_c1_g1_i2.p1"
OG0024702,Mcav_15029_c40_g1_i1.p1
OG0024703,Mcav_15029_c60_g1_i3.p1
OG0024704,Mcav_15067_c0_g1_i1.p1
OG0024705,Mcav_15073_c2_g2_i2.p1
OG0024706,"Mcav_15095_c0_g1_i1.p1, Mcav_15095_c1_g1_i1.p1"
OG0024707,Mcav_1509_c0_g1_i1.p1
OG0024708,Mcav_15132_c5_g1_i1.p1
OG0024709,Mcav_15132_c6_g1_i1.p1
OG0024710,"Mcav_15306_c1_g1_i1.p1, Mcav_18600_c3_g1_i3.p2"
OG0024711,"Mcav_1537_c0_g1_i1.p1, Mcav_5514_c4_g1_i1.p1"
OG0024712,Mcav_1543_c1_g1_i1.p1
OG0024713,Mcav_15475_c3_g1_i1.p1
OG0024714,Mcav_15490_c51_g3_i2.p2
OG0024715,Mcav_15511_c0_g1_i1.p2
OG0024716,"Mcav_15552_c12_g1_i1.p1, Mcav_60467_c0_g1_i2.p1"
OG0024717,Mcav_15618_c2_g1_i1.p2
OG0024718,Mcav_15678_c1_g1_i1.p1
OG0024719,Mcav_15741_c2_g1_i1.p1
OG0024720,"Mcav_1574_c8_g1_i1.p1, Mcav_38326_c2_g1_i1.p1"
OG0024721,Mcav_15759_c0_g1_i1.p1
OG0024722,"Mcav_15788_c1_g1_i1.p1, Mcav_32414_c1_g1_i1.p2"
OG0024723,"Mcav_15832_c2_g1_i1.p1, Mcav_27958_c0_g1_i1.p1"
OG0024724,Mcav_15868_c0_g1_i1.p1
OG0024725,"Mcav_15903_c0_g1_i1.p1, Mcav_44721_c0_g2_i1.p1"
OG0024726,"Mcav_15950_c2_g2_i10.p1, Mcav_43220_c129_g1_i2.p1"
OG0024727,Mcav_15972_c0_g1_i1.p1
OG0024728,Mcav_15976_c0_g1_i1.p1
OG0024729,Mcav_15997_c2_g1_i2.p1
OG0024730,"Mcav_15_c0_g1_i1.p1, Mcav_9256_c7_g1_i1.p2"
OG0024731,Mcav_16011_c3_g1_i3.p1
OG0024732,"Mcav_16111_c0_g1_i1.p1, Mcav_16126_c0_g1_i1.p1"
OG0024733,"Mcav_16118_c0_g1_i1.p1, Mcav_16127_c1_g1_i1.p1"
OG0024734,Mcav_16169_c1_g1_i1.p2
OG0024735,Mcav_1616_c0_g1_i1.p1
OG0024736,Mcav_16190_c2_g1_i1.p1
OG0024737,Mcav_16198_c16_g1_i1.p1
OG0024738,Mcav_16207_c4_g1_i4.p1
OG0024739,Mcav_16217_c4_g1_i1.p1
OG0024740,"Mcav_16260_c0_g1_i1.p1, Mcav_7386_c5_g1_i1.p1"
OG0024741,Mcav_16293_c1_g1_i3.p1
OG0024742,Mcav_16310_c40_g1_i1.p2
OG0024743,"Mcav_16345_c0_g1_i1.p1, Mcav_41818_c0_g2_i1.p1"
OG0024744,"Mcav_16399_c8_g1_i12.p1, Mcav_16399_c8_g1_i18.p1"
OG0024745,"Mcav_16499_c1_g1_i8.p1, Mcav_58198_c0_g1_i1.p1"
OG0024746,"Mcav_16516_c0_g1_i1.p1, Mcav_27341_c0_g1_i1.p1"
OG0024747,"Mcav_16531_c11_g2_i1.p2, Mcav_16531_c11_g2_i3.p2"
OG0024748,Mcav_16580_c0_g1_i1.p1
OG0024749,Mcav_16598_c0_g1_i1.p1
OG0024750,"Mcav_16661_c1_g1_i1.p1, Mcav_17257_c22_g1_i1.p1"
OG0024751,Mcav_16661_c4_g1_i1.p1
OG0024752,"Mcav_16664_c6_g1_i2.p1, Mcav_16664_c6_g1_i3.p1"
OG0024753,"Mcav_16702_c44_g2_i1.p1, Mcav_32404_c8_g1_i1.p2"
OG0024754,"Mcav_16774_c7_g5_i1.p1, Mcav_19749_c4_g1_i1.p1"
OG0024755,Mcav_16857_c0_g1_i1.p1
OG0024756,Mcav_16875_c1_g1_i1.p1
OG0024757,"Mcav_16902_c57_g1_i1.p1, Mcav_16902_c57_g1_i2.p1"
OG0024758,"Mcav_16902_c58_g1_i1.p1, Mcav_54577_c16_g1_i1.p1"
OG0024759,Mcav_16904_c0_g1_i1.p1
OG0024760,Mcav_16910_c0_g1_i1.p1
OG0024761,"Mcav_17004_c0_g1_i2.p1, Mcav_20195_c3_g1_i1.p1"
OG0024762,Mcav_17015_c1_g1_i1.p1
OG0024763,Mcav_17045_c41_g1_i2.p1
OG0024764,"Mcav_17059_c0_g1_i1.p2, Mcav_17246_c1_g2_i2.p2"
OG0024765,Mcav_17079_c3_g2_i1.p1
OG0024766,Mcav_17116_c6_g1_i1.p3
OG0024767,Mcav_17120_c14_g1_i1.p1
OG0024768,"Mcav_17120_c21_g1_i1.p1, Mcav_6356_c2_g1_i1.p1"
OG0024769,Mcav_17141_c0_g1_i1.p1
OG0024770,Mcav_17148_c0_g1_i1.p1
OG0024771,Mcav_17171_c0_g1_i1.p1
OG0024772,"Mcav_17202_c14_g1_i12.p5, Mcav_17202_c14_g1_i4.p2"
OG0024773,Mcav_17202_c14_g1_i2.p4
OG0024774,Mcav_17259_c1_g1_i1.p1
OG0024775,"Mcav_1726_c0_g1_i1.p2, Mcav_37513_c14_g1_i2.p2"
OG0024776,Mcav_17271_c0_g1_i1.p1
OG0024777,"Mcav_17277_c9_g1_i1.p2, Mcav_17277_c9_g1_i3.p1"
OG0024778,Mcav_17291_c21_g1_i1.p1
OG0024779,"Mcav_17297_c6_g1_i1.p1, Mcav_5996_c38_g1_i1.p1"
OG0024780,Mcav_17337_c0_g1_i1.p1
OG0024781,Mcav_17345_c0_g1_i2.p1
OG0024782,Mcav_17382_c0_g1_i1.p1
OG0024783,Mcav_17391_c0_g1_i1.p1
OG0024784,Mcav_17396_c2_g1_i1.p1
OG0024785,Mcav_17400_c1_g1_i1.p1
OG0024786,"Mcav_17501_c0_g1_i1.p1, Mcav_55040_c0_g1_i1.p1"
OG0024787,Mcav_17535_c4_g1_i1.p1
OG0024788,"Mcav_17553_c10_g2_i2.p1, Mcav_50477_c1_g1_i1.p1"
OG0024789,Mcav_17567_c26_g1_i1.p1
OG0024790,Mcav_17567_c41_g1_i1.p1
OG0024791,"Mcav_1756_c1_g1_i1.p1, Mcav_33755_c11_g1_i1.p1"
OG0024792,Mcav_1756_c39_g1_i2.p1
OG0024793,Mcav_1756_c44_g1_i1.p1
OG0024794,"Mcav_17583_c8_g1_i1.p1, Mcav_57088_c13_g1_i2.p1"
OG0024795,Mcav_17602_c0_g1_i1.p1
OG0024796,Mcav_17648_c19_g2_i1.p1
OG0024797,Mcav_17648_c23_g1_i2.p2
OG0024798,Mcav_17683_c0_g1_i1.p1
OG0024799,Mcav_17694_c0_g1_i1.p2
OG0024800,Mcav_17695_c0_g1_i1.p1
OG0024801,Mcav_17697_c3_g1_i2.p1
OG0024802,Mcav_17760_c34_g1_i1.p1
OG0024803,Mcav_17760_c69_g1_i2.p1
OG0024804,"Mcav_17805_c10_g1_i1.p1, Mcav_17834_c9_g1_i1.p1"
OG0024805,"Mcav_17808_c0_g1_i1.p1, Mcav_18688_c170_g1_i1.p1"
OG0024806,Mcav_178_c0_g1_i1.p1
OG0024807,"Mcav_17944_c5_g1_i1.p1, Mcav_17944_c5_g1_i4.p1"
OG0024808,Mcav_17961_c5_g1_i1.p1
OG0024809,Mcav_17986_c14_g1_i1.p1
OG0024810,Mcav_17986_c1_g1_i1.p1
OG0024811,Mcav_17986_c6_g1_i1.p1
OG0024812,Mcav_18048_c0_g1_i1.p1
OG0024813,Mcav_18048_c1_g1_i1.p1
OG0024814,Mcav_18074_c39_g1_i1.p1
OG0024815,Mcav_18074_c53_g1_i1.p1
OG0024816,"Mcav_1809_c3_g1_i1.p2, Mcav_9417_c4_g2_i1.p1"
OG0024817,Mcav_1813_c1_g1_i1.p1
OG0024818,"Mcav_18351_c3_g1_i5.p1, Mcav_18576_c1_g1_i1.p1"
OG0024819,Mcav_18376_c56_g2_i1.p1
OG0024820,"Mcav_18376_c70_g1_i1.p1, Mcav_5494_c9_g1_i2.p2"
OG0024821,Mcav_183_c0_g1_i1.p1
OG0024822,"Mcav_18421_c68_g1_i2.p1, Mcav_58851_c0_g1_i1.p1"
OG0024823,"Mcav_18442_c2_g1_i1.p1, Mcav_53541_c18_g1_i1.p2"
OG0024824,Mcav_18445_c2_g1_i1.p1
OG0024825,"Mcav_18452_c2_g1_i1.p1, Mcav_28653_c139_g1_i1.p1"
OG0024826,"Mcav_18481_c3_g1_i1.p1, Mcav_56482_c12_g1_i1.p1"
OG0024827,Mcav_18517_c0_g1_i1.p1
OG0024828,Mcav_18537_c1_g1_i1.p1
OG0024829,Mcav_18540_c1_g1_i1.p1
OG0024830,"Mcav_18542_c3_g2_i1.p1, Mcav_18542_c7_g1_i1.p1"
OG0024831,Mcav_18572_c0_g1_i1.p1
OG0024832,Mcav_18577_c2_g1_i1.p1
OG0024833,"Mcav_1859_c0_g1_i1.p2, Mcav_9830_c0_g1_i1.p2"
OG0024834,Mcav_18665_c46_g1_i1.p2
OG0024835,"Mcav_18675_c1_g1_i1.p3, Mcav_4855_c0_g1_i1.p3"
OG0024836,Mcav_18688_c128_g1_i1.p2
OG0024837,Mcav_18688_c3_g1_i1.p1
OG0024838,Mcav_18688_c60_g1_i1.p1
OG0024839,Mcav_18688_c82_g1_i3.p1
OG0024840,"Mcav_18688_c86_g1_i2.p1, Mcav_54842_c32_g1_i1.p1"
OG0024841,Mcav_18737_c1_g1_i1.p1
OG0024842,"Mcav_1873_c5_g1_i2.p1, Mcav_1873_c5_g1_i3.p1"
OG0024843,Mcav_18744_c0_g1_i5.p1
OG0024844,Mcav_18816_c0_g1_i1.p1
OG0024845,Mcav_19054_c2_g1_i2.p1
OG0024846,Mcav_19223_c0_g1_i1.p1
OG0024847,Mcav_19226_c0_g1_i1.p1
OG0024848,"Mcav_19298_c5_g1_i1.p1, Mcav_547_c32_g1_i1.p1"
OG0024849,Mcav_19327_c2_g1_i3.p1
OG0024850,Mcav_19356_c9_g1_i1.p1
OG0024851,Mcav_19441_c0_g1_i1.p1
OG0024852,Mcav_19446_c8_g1_i1.p1
OG0024853,Mcav_19468_c0_g1_i1.p1
OG0024854,Mcav_19497_c0_g1_i1.p1
OG0024855,"Mcav_19514_c0_g1_i1.p1, Mcav_56927_c1_g1_i1.p2"
OG0024856,Mcav_19532_c0_g1_i1.p1
OG0024857,Mcav_19538_c13_g1_i10.p4
OG0024858,"Mcav_19637_c7_g1_i1.p1, Mcav_19637_c7_g1_i2.p1"
OG0024859,Mcav_19640_c20_g2_i2.p1
OG0024860,"Mcav_19645_c0_g1_i1.p1, Mcav_54856_c6_g1_i1.p1"
OG0024861,Mcav_19646_c3_g1_i1.p1
OG0024862,"Mcav_19678_c0_g1_i1.p1, Mcav_19678_c0_g1_i2.p1"
OG0024863,"Mcav_19697_c18_g1_i1.p1, Mcav_55322_c1_g1_i3.p1"
OG0024864,Mcav_19708_c12_g1_i1.p2
OG0024865,Mcav_19725_c5_g1_i1.p1
OG0024866,Mcav_19787_c0_g1_i1.p1
OG0024867,Mcav_19791_c0_g1_i2.p1
OG0024868,Mcav_19814_c0_g1_i1.p1
OG0024869,Mcav_19819_c0_g1_i1.p1
OG0024870,Mcav_19884_c3_g1_i1.p1
OG0024871,Mcav_19956_c1_g1_i1.p1
OG0024872,"Mcav_20037_c0_g1_i1.p1, Mcav_28331_c0_g1_i1.p1"
OG0024873,Mcav_20050_c12_g1_i1.p1
OG0024874,"Mcav_20153_c3_g1_i1.p2, Mcav_61009_c4_g1_i1.p1"
OG0024875,"Mcav_20157_c0_g1_i1.p1, Mcav_56878_c36_g2_i2.p1"
OG0024876,Mcav_20191_c6_g1_i2.p1
OG0024877,"Mcav_201_c1_g1_i1.p1, Mcav_212_c4_g1_i1.p1"
OG0024878,Mcav_20253_c0_g1_i1.p1
OG0024879,Mcav_20350_c6_g1_i1.p1
OG0024880,Mcav_20362_c0_g1_i1.p2
OG0024881,"Mcav_20372_c18_g1_i2.p1, Mcav_38687_c3_g1_i1.p1"
OG0024882,Mcav_20374_c1_g1_i3.p1
OG0024883,Mcav_2039_c8_g1_i1.p1
OG0024884,"Mcav_20430_c0_g1_i1.p1, Mcav_30436_c12_g1_i2.p1"
OG0024885,"Mcav_20578_c8_g3_i1.p1, Mcav_54275_c6_g1_i1.p1"
OG0024886,Mcav_20597_c1_g1_i1.p1
OG0024887,Mcav_20608_c1_g1_i1.p2
OG0024888,Mcav_20642_c0_g1_i1.p1
OG0024889,Mcav_2069_c19_g1_i2.p1
OG0024890,Mcav_20701_c0_g1_i1.p1
OG0024891,Mcav_20709_c3_g3_i1.p1
OG0024892,"Mcav_20718_c0_g1_i2.p1, Mcav_20718_c0_g1_i3.p1"
OG0024893,"Mcav_20779_c1_g1_i1.p1, Mcav_31721_c0_g1_i1.p1"
OG0024894,Mcav_20836_c0_g1_i1.p1
OG0024895,Mcav_20838_c56_g1_i1.p1
OG0024896,Mcav_20857_c0_g1_i1.p1
OG0024897,Mcav_20870_c0_g1_i1.p1
OG0024898,Mcav_20897_c0_g1_i1.p1
OG0024899,Mcav_20900_c0_g1_i1.p1
OG0024900,Mcav_20908_c3_g1_i1.p1
OG0024901,Mcav_20912_c1_g1_i1.p1
OG0024902,Mcav_20914_c0_g1_i1.p1
OG0024903,Mcav_21038_c0_g1_i1.p1
OG0024904,Mcav_21165_c0_g1_i1.p1
OG0024905,"Mcav_21168_c0_g1_i1.p1, Mcav_21175_c0_g1_i1.p1"
OG0024906,Mcav_21204_c0_g1_i1.p1
OG0024907,"Mcav_21211_c3_g1_i1.p1, Mcav_54070_c19_g1_i1.p1"
OG0024908,"Mcav_21265_c0_g1_i4.p1, Mcav_21265_c0_g1_i5.p1"
OG0024909,"Mcav_21349_c0_g1_i1.p1, Mcav_53037_c2_g1_i1.p1"
OG0024910,"Mcav_21369_c0_g1_i1.p1, Mcav_9632_c1_g1_i1.p1"
OG0024911,Mcav_2143_c0_g1_i2.p1
OG0024912,"Mcav_21487_c2_g1_i1.p1, Mcav_21487_c2_g1_i3.p1"
OG0024913,Mcav_2155_c7_g1_i1.p1
OG0024914,Mcav_21617_c2_g1_i2.p1
OG0024915,"Mcav_21661_c0_g1_i1.p1, Mcav_32414_c6_g1_i1.p1"
OG0024916,"Mcav_21675_c1_g1_i1.p1, Mcav_9582_c0_g1_i1.p1"
OG0024917,"Mcav_21690_c0_g1_i1.p1, Mcav_21692_c1_g1_i1.p1"
OG0024918,Mcav_21721_c0_g1_i1.p1
OG0024919,Mcav_21738_c3_g1_i1.p1
OG0024920,Mcav_21778_c16_g1_i10.p2
OG0024921,Mcav_2185_c0_g1_i1.p1
OG0024922,Mcav_2186_c19_g1_i2.p1
OG0024923,Mcav_21905_c15_g1_i10.p2
OG0024924,Mcav_21905_c4_g1_i1.p1
OG0024925,"Mcav_21907_c24_g1_i1.p1, Mcav_29024_c12_g3_i1.p1"
OG0024926,Mcav_21927_c0_g1_i1.p1
OG0024927,"Mcav_21935_c6_g1_i1.p1, Mcav_489_c57_g1_i1.p1"
OG0024928,Mcav_21981_c1_g1_i1.p1
OG0024929,"Mcav_2199_c27_g1_i10.p1, Mcav_5425_c15_g1_i3.p1"
OG0024930,"Mcav_2199_c29_g1_i2.p2, Mcav_48424_c18_g1_i1.p1"
OG0024931,Mcav_22124_c0_g1_i1.p2
OG0024932,Mcav_22130_c2_g1_i1.p3
OG0024933,Mcav_22142_c1_g1_i1.p1
OG0024934,"Mcav_22143_c0_g1_i1.p2, Mcav_24610_c1_g1_i1.p2"
OG0024935,Mcav_22157_c6_g1_i1.p1
OG0024936,Mcav_22166_c0_g1_i1.p1
OG0024937,"Mcav_22178_c0_g1_i1.p1, Mcav_22178_c0_g1_i4.p1"
OG0024938,"Mcav_22192_c4_g1_i1.p1, Mcav_22192_c4_g1_i2.p1"
OG0024939,"Mcav_221_c0_g1_i1.p1, Mcav_36271_c1_g1_i1.p1"
OG0024940,"Mcav_22209_c8_g1_i1.p1, Mcav_27649_c0_g1_i5.p2"
OG0024941,"Mcav_22228_c14_g1_i1.p1, Mcav_29315_c0_g1_i1.p1"
OG0024942,"Mcav_22254_c0_g1_i1.p1, Mcav_55188_c11_g1_i1.p1"
OG0024943,Mcav_22305_c2_g1_i1.p1
OG0024944,"Mcav_2232_c0_g1_i1.p1, Mcav_37799_c0_g1_i1.p1"
OG0024945,Mcav_22393_c0_g1_i1.p1
OG0024946,Mcav_22406_c0_g1_i1.p1
OG0024947,Mcav_22488_c2_g1_i3.p1
OG0024948,"Mcav_22488_c2_g1_i4.p1, Mcav_22488_c2_g1_i7.p2"
OG0024949,Mcav_22503_c0_g1_i1.p1
OG0024950,Mcav_22507_c0_g1_i1.p1
OG0024951,Mcav_22555_c1_g1_i1.p1
OG0024952,"Mcav_22602_c1_g2_i1.p2, Mcav_47850_c29_g2_i5.p1"
OG0024953,Mcav_22675_c1_g1_i1.p1
OG0024954,Mcav_22696_c0_g2_i1.p1
OG0024955,Mcav_22770_c0_g1_i1.p1
OG0024956,Mcav_2279_c0_g1_i1.p1
OG0024957,"Mcav_22811_c33_g3_i1.p1, Mcav_27370_c5_g1_i1.p1"
OG0024958,"Mcav_22832_c0_g1_i1.p1, Mcav_59038_c2_g1_i1.p1"
OG0024959,Mcav_2285_c0_g1_i1.p1
OG0024960,Mcav_22863_c4_g1_i2.p2
OG0024961,Mcav_2295_c0_g1_i1.p1
OG0024962,Mcav_22975_c0_g1_i1.p1
OG0024963,Mcav_22978_c4_g1_i1.p1
OG0024964,Mcav_22993_c0_g1_i1.p1
OG0024965,Mcav_23018_c0_g1_i1.p1
OG0024966,Mcav_23021_c118_g1_i1.p1
OG0024967,"Mcav_23021_c83_g1_i2.p1, Mcav_23021_c83_g1_i8.p1"
OG0024968,Mcav_23021_c89_g2_i1.p1
OG0024969,Mcav_23061_c0_g1_i1.p1
OG0024970,Mcav_23140_c7_g1_i1.p1
OG0024971,"Mcav_23141_c16_g1_i1.p1, Mcav_42109_c6_g1_i10.p4"
OG0024972,Mcav_2320_c10_g1_i1.p1
OG0024973,Mcav_23227_c1_g1_i1.p1
