OG,Ssid_longest_proteome
OG0039103,
OG0039104,
OG0039105,
OG0039106,
OG0039107,
OG0039108,
OG0039109,
OG0039110,
OG0039111,
OG0039112,
OG0039113,
OG0039114,
OG0039115,
OG0039116,
OG0039117,
OG0039118,
OG0039119,
OG0039120,
OG0039121,
OG0039122,
OG0039123,
OG0039124,
OG0039125,
OG0039126,
OG0039127,
OG0039128,
OG0039129,
OG0039130,
OG0039131,
OG0039132,
OG0039133,
OG0039134,
OG0039135,
OG0039136,
OG0039137,
OG0039138,
OG0039139,
OG0039140,
OG0039141,
OG0039142,
OG0039143,
OG0039144,
OG0039145,
OG0039146,
OG0039147,
OG0039148,
OG0039149,
OG0039150,
OG0039151,
OG0039152,
OG0039153,
OG0039154,
OG0039155,
OG0039156,
OG0039157,
OG0039158,
OG0039159,
OG0039160,
OG0039161,
OG0039162,
OG0039163,
OG0039164,
OG0039165,
OG0039166,
OG0039167,
OG0039168,
OG0039169,
OG0039170,
OG0039171,
OG0039172,
OG0039173,
OG0039174,
OG0039175,
OG0039176,
OG0039177,
OG0039178,
OG0039179,
OG0039180,
OG0039181,
OG0039182,
OG0039183,
OG0039184,
OG0039185,
OG0039186,
OG0039187,
OG0039188,
OG0039189,
OG0039190,
OG0039191,
OG0039192,
OG0039193,
OG0039194,
OG0039195,
OG0039196,
OG0039197,
OG0039198,
OG0039199,
OG0039200,
OG0039201,
OG0039202,
OG0039203,
OG0039204,
OG0039205,
OG0039206,Ssid_DN258262_c1_seq2.p2
OG0039207,
OG0039208,
OG0039209,
OG0039210,
OG0039211,
OG0039212,
OG0039213,
OG0039214,
OG0039215,
OG0039216,
OG0039217,
OG0039218,
OG0039219,
OG0039220,
OG0039221,
OG0039222,
OG0039223,
OG0039224,
OG0039225,
OG0039226,
OG0039227,
OG0039228,
OG0039229,
OG0039230,
OG0039231,
OG0039232,
OG0039233,
OG0039234,
OG0039235,
OG0039236,
OG0039237,
OG0039238,
OG0039239,
OG0039240,
OG0039241,
OG0039242,
OG0039243,
OG0039244,
OG0039245,
OG0039246,
OG0039247,
OG0039248,
OG0039249,
OG0039250,
OG0039251,
OG0039252,
OG0039253,
OG0039254,
OG0039255,
OG0039256,
OG0039257,
OG0039258,
OG0039259,
OG0039260,
OG0039261,
OG0039262,
OG0039263,
OG0039264,
OG0039265,
OG0039266,
OG0039267,
OG0039268,
OG0039269,
OG0039270,
OG0039271,
OG0039272,
OG0039273,
OG0039274,
OG0039275,
OG0039276,
OG0039277,
OG0039278,
OG0039279,
OG0039280,
OG0039281,
OG0039282,
OG0039283,
OG0039284,
OG0039285,
OG0039286,
OG0039287,
OG0039288,
OG0039289,
OG0039290,
OG0039291,
OG0039292,
OG0039293,
OG0039294,
OG0039295,
OG0039296,
OG0039297,
OG0039298,
OG0039299,
OG0039300,
OG0039301,
OG0039302,
OG0039303,
OG0039304,
OG0039305,
OG0039306,
OG0039307,
OG0039308,
OG0039309,
OG0039310,
OG0039311,
OG0039312,
OG0039313,
OG0039314,
OG0039315,
OG0039316,
OG0039317,
OG0039318,
OG0039319,
OG0039320,
OG0039321,
OG0039322,
OG0039323,
OG0039324,
OG0039325,
OG0039326,
OG0039327,
OG0039328,
OG0039329,
OG0039330,
OG0039331,
OG0039332,
OG0039333,
OG0039334,
OG0039335,
OG0039336,
OG0039337,
OG0039338,
OG0039339,
OG0039340,
OG0039341,
OG0039342,
OG0039343,
OG0039344,
OG0039345,
OG0039346,
OG0039347,
OG0039348,
OG0039349,
OG0039350,
OG0039351,
OG0039352,Ssid_DN249837_c0_seq18.p2
OG0039353,
OG0039354,
OG0039355,
OG0039356,
OG0039357,
OG0039358,
OG0039359,
OG0039360,
OG0039361,
OG0039362,
OG0039363,
OG0039364,
OG0039365,
OG0039366,
OG0039367,
OG0039368,
OG0039369,
OG0039370,
OG0039371,
OG0039372,
OG0039373,
OG0039374,
OG0039375,
OG0039376,
OG0039377,
OG0039378,
OG0039379,
OG0039380,
OG0039381,
OG0039382,
OG0039383,
OG0039384,
OG0039385,
OG0039386,
OG0039387,
OG0039388,
OG0039389,
OG0039390,
OG0039391,Ssid_DN237274_c0_seq21.p1
OG0039392,
OG0039393,
OG0039394,
OG0039395,
OG0039396,
OG0039397,
OG0039398,
OG0039399,
OG0039400,
OG0039401,
OG0039402,
OG0039403,
OG0039404,
OG0039405,
OG0039406,
OG0039407,
OG0039408,
OG0039409,
OG0039410,
OG0039411,
OG0039412,
OG0039413,
OG0039414,
OG0039415,
OG0039416,
OG0039417,
OG0039418,
OG0039419,
OG0039420,
OG0039421,
OG0039422,
OG0039423,
OG0039424,
OG0039425,
OG0039426,
OG0039427,
OG0039428,Ssid_DN255422_c0_seq2.p1
OG0039429,Ssid_DN263491_c0_seq4.p2
OG0039430,
OG0039431,
OG0039432,
OG0039433,
OG0039434,
OG0039435,
OG0039436,
OG0039437,
OG0039438,
OG0039439,
OG0039440,
OG0039441,
OG0039442,
OG0039443,
OG0039444,
OG0039445,
OG0039446,
OG0039447,
OG0039448,
OG0039449,
OG0039450,
OG0039451,
OG0039452,
OG0039453,
OG0039454,
OG0039455,
OG0039456,
OG0039457,
OG0039458,
OG0039459,
OG0039460,
OG0039461,
OG0039462,
OG0039463,
OG0039464,
OG0039465,
OG0039466,
OG0039467,
OG0039468,
OG0039469,
OG0039470,
OG0039471,
OG0039472,
OG0039473,
OG0039474,
OG0039475,
OG0039476,
OG0039477,
OG0039478,
OG0039479,
OG0039480,
OG0039481,
OG0039482,
OG0039483,
OG0039484,
OG0039485,
OG0039486,
OG0039487,
OG0039488,
OG0039489,Ssid_DN243553_c1_seq1.p2
OG0039490,
OG0039491,
OG0039492,
OG0039493,
OG0039494,
OG0039495,
OG0039496,
OG0039497,
OG0039498,
OG0039499,
OG0039500,
OG0039501,
OG0039502,
OG0039503,
OG0039504,
OG0039505,
OG0039506,
OG0039507,
OG0039508,
OG0039509,
OG0039510,
OG0039511,
OG0039512,
OG0039513,
OG0039514,
OG0039515,
OG0039516,
OG0039517,
OG0039518,
OG0039519,
OG0039520,
OG0039521,
OG0039522,
OG0039523,
OG0039524,
OG0039525,
OG0039526,
OG0039527,
OG0039528,
OG0039529,
OG0039530,
OG0039531,Ssid_DN314737_c0_seq1.p1
OG0039532,
OG0039533,
OG0039534,
OG0039535,
OG0039536,
OG0039537,
OG0039538,
OG0039539,
OG0039540,
OG0039541,
OG0039542,
OG0039543,
OG0039544,
OG0039545,
OG0039546,
OG0039547,
OG0039548,
OG0039549,
OG0039550,
OG0039551,
OG0039552,
OG0039553,
OG0039554,
OG0039555,
OG0039556,
OG0039557,
OG0039558,
OG0039559,
OG0039560,
OG0039561,
OG0039562,
OG0039563,
OG0039564,
OG0039565,
OG0039566,
OG0039567,
OG0039568,
OG0039569,
OG0039570,
OG0039571,
OG0039572,
OG0039573,
OG0039574,
OG0039575,
OG0039576,
OG0039577,
OG0039578,
OG0039579,
OG0039580,
OG0039581,
OG0039582,
OG0039583,
OG0039584,
OG0039585,
OG0039586,
OG0039587,
OG0039588,
OG0039589,
OG0039590,
OG0039591,
OG0039592,
OG0039593,
OG0039594,
OG0039595,
OG0039596,
OG0039597,
OG0039598,
OG0039599,
OG0039600,
OG0039601,
OG0039602,
OG0039603,
OG0039604,
OG0039605,
OG0039606,
OG0039607,
OG0039608,
OG0039609,
OG0039610,
OG0039611,
OG0039612,
OG0039613,
OG0039614,
OG0039615,
OG0039616,
OG0039617,
OG0039618,
OG0039619,
OG0039620,
OG0039621,
OG0039622,
OG0039623,
OG0039624,
OG0039625,
OG0039626,
OG0039627,
OG0039628,
OG0039629,
OG0039630,
OG0039631,
OG0039632,
OG0039633,
OG0039634,
OG0039635,
OG0039636,
OG0039637,
OG0039638,
OG0039639,
OG0039640,
OG0039641,
OG0039642,
OG0039643,
OG0039644,
OG0039645,
OG0039646,
OG0039647,
OG0039648,
OG0039649,
OG0039650,
OG0039651,
OG0039652,
OG0039653,
OG0039654,
OG0039655,
OG0039656,
OG0039657,
OG0039658,
OG0039659,
OG0039660,
OG0039661,
OG0039662,
OG0039663,
OG0039664,
OG0039665,
OG0039666,
OG0039667,
OG0039668,
OG0039669,
OG0039670,
OG0039671,
OG0039672,Ssid_DN246901_c0_seq2.p1
OG0039673,
OG0039674,
OG0039675,
OG0039676,
OG0039677,
OG0039678,
OG0039679,
OG0039680,
OG0039681,
OG0039682,
OG0039683,
OG0039684,
OG0039685,
OG0039686,
OG0039687,
OG0039688,
OG0039689,
OG0039690,
OG0039691,
OG0039692,
OG0039693,
OG0039694,
OG0039695,
OG0039696,
OG0039697,
OG0039698,
OG0039699,
OG0039700,
OG0039701,
OG0039702,
OG0039703,
OG0039704,
OG0039705,
OG0039706,
OG0039707,
OG0039708,
OG0039709,
OG0039710,
OG0039711,
OG0039712,
OG0039713,
OG0039714,
OG0039715,
OG0039716,
OG0039717,
OG0039718,
OG0039719,
OG0039720,
OG0039721,
OG0039722,
OG0039723,
OG0039724,
OG0039725,
OG0039726,
OG0039727,
OG0039728,
OG0039729,
OG0039730,
OG0039731,
OG0039732,
OG0039733,
OG0039734,
OG0039735,
OG0039736,
OG0039737,
OG0039738,
OG0039739,
OG0039740,
OG0039741,
OG0039742,
OG0039743,
OG0039744,
OG0039745,
OG0039746,
OG0039747,
OG0039748,
OG0039749,
OG0039750,
OG0039751,
OG0039752,
OG0039753,
OG0039754,
OG0039755,
OG0039756,
OG0039757,
OG0039758,
OG0039759,
OG0039760,Ssid_DN288658_c0_seq1.p1
OG0039761,
OG0039762,
OG0039763,
OG0039764,
OG0039765,
OG0039766,
OG0039767,
OG0039768,
OG0039769,
OG0039770,
OG0039771,
OG0039772,
OG0039773,
OG0039774,
OG0039775,
OG0039776,
OG0039777,
OG0039778,
OG0039779,
OG0039780,Ssid_DN252175_c0_seq1.p1
OG0039781,
OG0039782,
OG0039783,
OG0039784,
OG0039785,
OG0039786,
OG0039787,
OG0039788,
OG0039789,
OG0039790,
OG0039791,
OG0039792,
OG0039793,
OG0039794,
OG0039795,
OG0039796,
OG0039797,
OG0039798,
OG0039799,
OG0039800,
OG0039801,
OG0039802,
OG0039803,
OG0039804,
OG0039805,
OG0039806,
OG0039807,
OG0039808,
OG0039809,
OG0039810,
OG0039811,
OG0039812,
OG0039813,
OG0039814,
OG0039815,
OG0039816,
OG0039817,
OG0039818,
OG0039819,
OG0039820,
OG0039821,
OG0039822,
OG0039823,
OG0039824,
OG0039825,
OG0039826,
OG0039827,
OG0039828,
OG0039829,
OG0039830,
OG0039831,
OG0039832,
OG0039833,
OG0039834,
OG0039835,
OG0039836,
OG0039837,
OG0039838,
OG0039839,
OG0039840,
OG0039841,
OG0039842,
OG0039843,
OG0039844,
OG0039845,
OG0039846,
OG0039847,
OG0039848,
OG0039849,
OG0039850,
OG0039851,
OG0039852,
OG0039853,
OG0039854,
OG0039855,
OG0039856,
OG0039857,
OG0039858,
OG0039859,
OG0039860,
OG0039861,
OG0039862,
OG0039863,
OG0039864,
OG0039865,
OG0039866,
OG0039867,
OG0039868,
OG0039869,
OG0039870,
OG0039871,
OG0039872,
OG0039873,
OG0039874,
OG0039875,
OG0039876,
OG0039877,
OG0039878,
OG0039879,
OG0039880,
OG0039881,
OG0039882,
OG0039883,
OG0039884,
OG0039885,
OG0039886,
OG0039887,
OG0039888,
OG0039889,
OG0039890,
OG0039891,
OG0039892,
OG0039893,
OG0039894,
OG0039895,
OG0039896,
OG0039897,
OG0039898,
OG0039899,
OG0039900,
OG0039901,
OG0039902,
OG0039903,
OG0039904,
OG0039905,
OG0039906,
OG0039907,
OG0039908,
OG0039909,
OG0039910,
OG0039911,
OG0039912,
OG0039913,
OG0039914,
OG0039915,
OG0039916,
OG0039917,
OG0039918,
OG0039919,
OG0039920,
OG0039921,
OG0039922,
OG0039923,
OG0039924,
OG0039925,
OG0039926,
OG0039927,
OG0039928,
OG0039929,
OG0039930,
OG0039931,
OG0039932,
OG0039933,
OG0039934,
OG0039935,
OG0039936,
OG0039937,
OG0039938,
OG0039939,
OG0039940,
OG0039941,
OG0039942,
OG0039943,
OG0039944,
OG0039945,
OG0039946,
OG0039947,
OG0039948,
OG0039949,
OG0039950,
OG0039951,
OG0039952,
OG0039953,
OG0039954,
OG0039955,
OG0039956,
OG0039957,
OG0039958,
OG0039959,
OG0039960,
OG0039961,
OG0039962,
OG0039963,
OG0039964,
OG0039965,
OG0039966,
OG0039967,
OG0039968,
OG0039969,
OG0039970,
OG0039971,
OG0039972,
OG0039973,
OG0039974,
OG0039975,
OG0039976,
OG0039977,
OG0039978,
OG0039979,
OG0039980,
OG0039981,
OG0039982,
OG0039983,
OG0039984,
OG0039985,
OG0039986,
OG0039987,
OG0039988,
OG0039989,
OG0039990,
OG0039991,
OG0039992,
OG0039993,
OG0039994,Ssid_DN103201_c0_seq1.p1
OG0039995,
OG0039996,
OG0039997,
OG0039998,
OG0039999,
OG0040000,
OG0040001,
OG0040002,
OG0040003,
OG0040004,
OG0040005,
OG0040006,
OG0040007,
OG0040008,
OG0040009,
OG0040010,
OG0040011,
OG0040012,
OG0040013,
OG0040014,
OG0040015,
OG0040016,
OG0040017,
OG0040018,Ssid_DN310874_c0_seq1.p2
OG0040019,
OG0040020,
OG0040021,
OG0040022,
OG0040023,
OG0040024,
OG0040025,
OG0040026,
OG0040027,Ssid_DN140349_c0_seq1.p1
OG0040028,
OG0040029,
OG0040030,
OG0040031,
OG0040032,
OG0040033,
OG0040034,
OG0040035,
OG0040036,
OG0040037,
OG0040038,
OG0040039,
OG0040040,
OG0040041,
OG0040042,
OG0040043,
OG0040044,
OG0040045,
OG0040046,
OG0040047,
OG0040048,
OG0040049,
OG0040050,
OG0040051,Ssid_DN243190_c0_seq1.p2
OG0040052,
OG0040053,
OG0040054,
OG0040055,
OG0040056,
OG0040057,
OG0040058,
OG0040059,
OG0040060,
OG0040061,
OG0040062,
OG0040063,
OG0040064,Ssid_DN247510_c0_seq1.p1
OG0040065,
OG0040066,
OG0040067,
OG0040068,
OG0040069,
OG0040070,
OG0040071,
OG0040072,
OG0040073,
OG0040074,
OG0040075,
OG0040076,
OG0040077,
OG0040078,
OG0040079,
OG0040080,
OG0040081,
OG0040082,
OG0040083,
OG0040084,
OG0040085,
OG0040086,
OG0040087,
OG0040088,
OG0040089,Ssid_DN292437_c0_seq1.p1
OG0040090,
OG0040091,
OG0040092,
OG0040093,
OG0040094,
OG0040095,
OG0040096,
OG0040097,
OG0040098,
OG0040099,
OG0040100,
OG0040101,
OG0040102,
OG0040103,
OG0040104,
OG0040105,
OG0040106,
OG0040107,
OG0040108,
OG0040109,
OG0040110,
OG0040111,
OG0040112,
OG0040113,
OG0040114,
OG0040115,
OG0040116,
OG0040117,
OG0040118,
OG0040119,Ssid_DN89003_c0_seq1.p1
OG0040120,
OG0040121,
OG0040122,
OG0040123,
OG0040124,
OG0040125,
OG0040126,
OG0040127,
OG0040128,
OG0040129,
OG0040130,
OG0040131,
OG0040132,
OG0040133,
OG0040134,
OG0040135,
OG0040136,
OG0040137,
OG0040138,
OG0040139,
OG0040140,
OG0040141,
OG0040142,
OG0040143,
OG0040144,
OG0040145,
OG0040146,
OG0040147,
OG0040148,
OG0040149,
OG0040150,
OG0040151,
OG0040152,
OG0040153,
OG0040154,
OG0040155,
OG0040156,
OG0040157,
OG0040158,
OG0040159,
OG0040160,
OG0040161,Ssid_DN205903_c0_seq1.p1
OG0040162,
OG0040163,
OG0040164,
OG0040165,
OG0040166,
OG0040167,
OG0040168,
OG0040169,
OG0040170,
OG0040171,
OG0040172,
OG0040173,
OG0040174,
OG0040175,
OG0040176,
OG0040177,
OG0040178,
OG0040179,
OG0040180,
OG0040181,
OG0040182,
OG0040183,
OG0040184,
OG0040185,
OG0040186,
OG0040187,
OG0040188,
OG0040189,
OG0040190,
OG0040191,
OG0040192,
OG0040193,
OG0040194,
OG0040195,
OG0040196,
OG0040197,
OG0040198,Ssid_DN234413_c0_seq4.p1
OG0040199,
OG0040200,
OG0040201,
OG0040202,
OG0040203,
OG0040204,
OG0040205,
OG0040206,
OG0040207,
OG0040208,
OG0040209,
OG0040210,
OG0040211,
OG0040212,
OG0040213,
OG0040214,
OG0040215,
OG0040216,
OG0040217,
OG0040218,
OG0040219,
OG0040220,
OG0040221,
OG0040222,
OG0040223,
OG0040224,
OG0040225,
OG0040226,
OG0040227,
OG0040228,
OG0040229,
OG0040230,
OG0040231,
OG0040232,
OG0040233,
OG0040234,
OG0040235,
OG0040236,
OG0040237,
OG0040238,
OG0040239,
OG0040240,
OG0040241,
OG0040242,
OG0040243,
OG0040244,Ssid_DN258967_c0_seq11.p1
OG0040245,
OG0040246,
OG0040247,
OG0040248,
OG0040249,
OG0040250,
OG0040251,
OG0040252,
OG0040253,
OG0040254,
OG0040255,
OG0040256,
OG0040257,
OG0040258,
OG0040259,
OG0040260,
OG0040261,Ssid_DN249411_c0_seq1.p1
OG0040262,
OG0040263,
OG0040264,
OG0040265,
OG0040266,
OG0040267,
OG0040268,
OG0040269,
OG0040270,
OG0040271,
OG0040272,
OG0040273,
OG0040274,
OG0040275,
OG0040276,
OG0040277,
OG0040278,
OG0040279,
OG0040280,Ssid_DN249200_c1_seq4.p2
OG0040281,
OG0040282,
OG0040283,
OG0040284,
OG0040285,
OG0040286,
OG0040287,
OG0040288,
OG0040289,
OG0040290,
OG0040291,
OG0040292,
OG0040293,
OG0040294,
OG0040295,
OG0040296,
OG0040297,
OG0040298,
OG0040299,
OG0040300,
OG0040301,
OG0040302,
OG0040303,
OG0040304,
OG0040305,
OG0040306,
OG0040307,
OG0040308,
OG0040309,
OG0040310,
OG0040311,
OG0040312,
OG0040313,
OG0040314,
OG0040315,
OG0040316,
OG0040317,
OG0040318,
OG0040319,
OG0040320,
OG0040321,
OG0040322,
OG0040323,
OG0040324,
OG0040325,
OG0040326,
OG0040327,
OG0040328,
OG0040329,
OG0040330,Ssid_DN263373_c1_seq2.p1
OG0040331,
OG0040332,
OG0040333,
OG0040334,
OG0040335,
OG0040336,
OG0040337,
OG0040338,
OG0040339,
OG0040340,
OG0040341,
OG0040342,
OG0040343,
OG0040344,
OG0040345,
OG0040346,
OG0040347,
OG0040348,
OG0040349,
OG0040350,
OG0040351,
OG0040352,
OG0040353,
OG0040354,
OG0040355,
OG0040356,
OG0040357,
OG0040358,Ssid_DN247631_c0_seq1.p1
OG0040359,
OG0040360,
OG0040361,
OG0040362,
OG0040363,
OG0040364,
OG0040365,
OG0040366,
OG0040367,
OG0040368,
OG0040369,
OG0040370,
OG0040371,
OG0040372,
OG0040373,
OG0040374,
OG0040375,
OG0040376,
OG0040377,
OG0040378,
OG0040379,
OG0040380,
OG0040381,
OG0040382,Ssid_DN234803_c0_seq1.p1
OG0040383,
OG0040384,
OG0040385,
OG0040386,
OG0040387,
OG0040388,
OG0040389,
OG0040390,
OG0040391,
OG0040392,
OG0040393,
OG0040394,
OG0040395,
OG0040396,
OG0040397,Ssid_DN260724_c0_seq15.p3
OG0040398,
OG0040399,
OG0040400,
OG0040401,
OG0040402,
OG0040403,
OG0040404,
OG0040405,
OG0040406,
OG0040407,
OG0040408,
OG0040409,
OG0040410,
OG0040411,
OG0040412,
OG0040413,
OG0040414,
OG0040415,
OG0040416,
OG0040417,
OG0040418,Ssid_DN261476_c0_seq1.p3
OG0040419,
OG0040420,Ssid_DN38486_c0_seq1.p2
OG0040421,
OG0040422,
OG0040423,
OG0040424,
OG0040425,
OG0040426,
OG0040427,
OG0040428,
OG0040429,
OG0040430,
OG0040431,
OG0040432,
OG0040433,
OG0040434,
OG0040435,
OG0040436,
OG0040437,
OG0040438,
OG0040439,
OG0040440,
OG0040441,
OG0040442,
OG0040443,
OG0040444,
OG0040445,
OG0040446,
OG0040447,
OG0040448,
OG0040449,
OG0040450,
OG0040451,
OG0040452,
OG0040453,
OG0040454,
OG0040455,
OG0040456,
OG0040457,
OG0040458,
OG0040459,
OG0040460,
OG0040461,
OG0040462,
OG0040463,
OG0040464,
OG0040465,
OG0040466,
OG0040467,
OG0040468,
OG0040469,
OG0040470,
OG0040471,
OG0040472,
OG0040473,
OG0040474,
OG0040475,
OG0040476,
OG0040477,
OG0040478,
OG0040479,
OG0040480,
OG0040481,
OG0040482,
OG0040483,
OG0040484,
OG0040485,
OG0040486,
OG0040487,
OG0040488,
OG0040489,
OG0040490,
OG0040491,
OG0040492,
OG0040493,
OG0040494,
OG0040495,
OG0040496,
OG0040497,Ssid_DN333871_c0_seq1.p1
OG0040498,
OG0040499,
OG0040500,
OG0040501,
OG0040502,
OG0040503,
OG0040504,
OG0040505,
OG0040506,
OG0040507,
OG0040508,
OG0040509,
OG0040510,
OG0040511,
OG0040512,
OG0040513,
OG0040514,
OG0040515,
OG0040516,
OG0040517,
OG0040518,
OG0040519,
OG0040520,
OG0040521,
OG0040522,
OG0040523,
OG0040524,
OG0040525,
OG0040526,
OG0040527,
OG0040528,
OG0040529,Ssid_DN211001_c0_seq1.p2
OG0040530,
OG0040531,Ssid_DN291567_c0_seq1.p1
OG0040532,
OG0040533,
OG0040534,
OG0040535,
OG0040536,
OG0040537,
OG0040538,
OG0040539,
OG0040540,
OG0040541,
OG0040542,
OG0040543,
OG0040544,
OG0040545,
OG0040546,
OG0040547,
OG0040548,
OG0040549,
OG0040550,
OG0040551,
OG0040552,
OG0040553,
OG0040554,
OG0040555,
OG0040556,
OG0040557,
OG0040558,
OG0040559,
OG0040560,
OG0040561,
OG0040562,
OG0040563,
OG0040564,
OG0040565,
OG0040566,
OG0040567,
OG0040568,
OG0040569,
OG0040570,
OG0040571,
OG0040572,Ssid_DN197061_c0_seq4.p3
OG0040573,
OG0040574,
OG0040575,
OG0040576,
OG0040577,Ssid_DN263378_c1_seq12.p2
OG0040578,
OG0040579,
OG0040580,
OG0040581,
OG0040582,
OG0040583,
OG0040584,
OG0040585,
OG0040586,
OG0040587,
OG0040588,
OG0040589,
OG0040590,
OG0040591,
OG0040592,
OG0040593,
OG0040594,
OG0040595,
OG0040596,
OG0040597,
OG0040598,
OG0040599,
OG0040600,
OG0040601,
OG0040602,
OG0040603,
OG0040604,
OG0040605,
OG0040606,
OG0040607,
OG0040608,
OG0040609,
OG0040610,
OG0040611,
OG0040612,
OG0040613,
OG0040614,
OG0040615,
OG0040616,
OG0040617,
OG0040618,
OG0040619,
OG0040620,Ssid_DN259183_c0_seq16.p1
OG0040621,
OG0040622,
OG0040623,
OG0040624,
OG0040625,
OG0040626,
OG0040627,
OG0040628,
OG0040629,
OG0040630,
OG0040631,
OG0040632,
OG0040633,
OG0040634,
OG0040635,
OG0040636,
OG0040637,
OG0040638,
OG0040639,
OG0040640,
OG0040641,
OG0040642,
OG0040643,
OG0040644,
OG0040645,
OG0040646,
OG0040647,
OG0040648,
OG0040649,
OG0040650,
OG0040651,
OG0040652,
OG0040653,
OG0040654,
OG0040655,
OG0040656,
OG0040657,
OG0040658,
OG0040659,
OG0040660,
OG0040661,
OG0040662,
OG0040663,
OG0040664,
OG0040665,
OG0040666,
OG0040667,
OG0040668,
OG0040669,
OG0040670,
OG0040671,
OG0040672,
OG0040673,
OG0040674,
OG0040675,
OG0040676,
OG0040677,
OG0040678,
OG0040679,
OG0040680,
OG0040681,
OG0040682,
OG0040683,
OG0040684,
OG0040685,
OG0040686,
OG0040687,
OG0040688,
OG0040689,Ssid_DN256735_c0_seq3.p2
OG0040690,
OG0040691,
OG0040692,
OG0040693,
OG0040694,
OG0040695,
OG0040696,
OG0040697,
OG0040698,
OG0040699,
OG0040700,
OG0040701,
OG0040702,
OG0040703,
OG0040704,
OG0040705,
OG0040706,
OG0040707,
OG0040708,
OG0040709,
OG0040710,
OG0040711,
OG0040712,
OG0040713,
OG0040714,
OG0040715,
OG0040716,
OG0040717,
OG0040718,
OG0040719,
OG0040720,
OG0040721,
OG0040722,
OG0040723,
OG0040724,
OG0040725,
OG0040726,
OG0040727,
OG0040728,
OG0040729,
OG0040730,
OG0040731,
OG0040732,
OG0040733,
OG0040734,
OG0040735,
OG0040736,
OG0040737,
OG0040738,
OG0040739,
OG0040740,
OG0040741,
OG0040742,
OG0040743,
OG0040744,
OG0040745,
OG0040746,
OG0040747,
OG0040748,
OG0040749,
OG0040750,
OG0040751,
OG0040752,
OG0040753,
OG0040754,
OG0040755,
OG0040756,
OG0040757,
OG0040758,
OG0040759,
OG0040760,
OG0040761,
OG0040762,
OG0040763,
OG0040764,
OG0040765,
OG0040766,
OG0040767,
OG0040768,
OG0040769,
OG0040770,
OG0040771,
OG0040772,
OG0040773,
OG0040774,
OG0040775,
OG0040776,
OG0040777,
OG0040778,
OG0040779,
OG0040780,
OG0040781,
OG0040782,
OG0040783,
OG0040784,
OG0040785,
OG0040786,
OG0040787,
OG0040788,
OG0040789,
OG0040790,
OG0040791,Ssid_DN245990_c0_seq2.p1
OG0040792,
OG0040793,
OG0040794,
OG0040795,
OG0040796,
OG0040797,
OG0040798,
OG0040799,
