OG,Cnat_Orthofinder_input
OG0025332,TRINITY_DN289512_c0_g1_i1.p1
OG0025333,TRINITY_DN289521_c0_g2_i4.p1
OG0025334,TRINITY_DN289523_c0_g2_i3.p1
OG0025335,TRINITY_DN289545_c4_g2_i1.p1
OG0025336,"TRINITY_DN289548_c2_g1_i2.p1, TRINITY_DN295230_c1_g1_i2.p1, TRINITY_DN310142_c1_g3_i1.p1"
OG0025337,TRINITY_DN289553_c1_g2_i1.p1
OG0025338,"TRINITY_DN289568_c3_g1_i1.p2, TRINITY_DN305548_c1_g1_i7.p1"
OG0025339,TRINITY_DN289583_c1_g6_i2.p1
OG0025340,TRINITY_DN289607_c0_g1_i6.p1
OG0025341,TRINITY_DN289619_c0_g1_i4.p1
OG0025342,TRINITY_DN289628_c0_g1_i6.p1
OG0025343,TRINITY_DN289632_c2_g4_i5.p1
OG0025344,"TRINITY_DN289683_c1_g1_i1.p1, TRINITY_DN289683_c1_g2_i16.p1"
OG0025345,TRINITY_DN289720_c0_g5_i2.p1
OG0025346,TRINITY_DN289737_c1_g1_i3.p1
OG0025347,TRINITY_DN289788_c1_g4_i7.p1
OG0025348,TRINITY_DN289831_c1_g3_i1.p1
OG0025349,"TRINITY_DN289864_c1_g4_i4.p1, TRINITY_DN33254_c0_g1_i1.p1"
OG0025350,TRINITY_DN289912_c2_g2_i8.p1
OG0025351,TRINITY_DN289953_c1_g4_i5.p1
OG0025352,TRINITY_DN289982_c3_g1_i1.p1
OG0025353,TRINITY_DN289991_c2_g7_i1.p1
OG0025354,TRINITY_DN290001_c0_g3_i1.p1
OG0025355,TRINITY_DN290001_c0_g4_i3.p1
OG0025356,TRINITY_DN290001_c0_g8_i2.p1
OG0025357,TRINITY_DN290011_c0_g3_i2.p1
OG0025358,TRINITY_DN290029_c0_g4_i3.p2
OG0025359,TRINITY_DN290050_c0_g1_i10.p1
OG0025360,TRINITY_DN290079_c5_g2_i2.p1
OG0025361,TRINITY_DN290079_c5_g7_i1.p1
OG0025362,TRINITY_DN290086_c1_g1_i2.p1
OG0025363,TRINITY_DN290094_c0_g1_i1.p1
OG0025364,TRINITY_DN290104_c0_g1_i5.p1
OG0025365,TRINITY_DN290125_c0_g3_i3.p1
OG0025366,TRINITY_DN290157_c1_g1_i2.p1
OG0025367,TRINITY_DN290168_c0_g1_i6.p1
OG0025368,TRINITY_DN290182_c0_g4_i4.p1
OG0025369,TRINITY_DN290216_c2_g10_i1.p1
OG0025370,TRINITY_DN290252_c1_g1_i1.p1
OG0025371,TRINITY_DN290288_c0_g4_i2.p1
OG0025372,TRINITY_DN290318_c1_g2_i13.p1
OG0025373,TRINITY_DN290352_c0_g3_i2.p1
OG0025374,TRINITY_DN290353_c1_g1_i8.p1
OG0025375,"TRINITY_DN290388_c1_g1_i5.p1, TRINITY_DN290388_c1_g2_i5.p1"
OG0025376,TRINITY_DN290399_c0_g1_i4.p1
OG0025377,TRINITY_DN290402_c0_g5_i2.p1
OG0025378,TRINITY_DN290416_c1_g2_i2.p1
OG0025379,TRINITY_DN290432_c1_g1_i3.p1
OG0025380,TRINITY_DN290460_c0_g1_i6.p1
OG0025381,TRINITY_DN290467_c9_g1_i8.p1
OG0025382,TRINITY_DN290488_c1_g2_i4.p1
OG0025383,TRINITY_DN290500_c0_g1_i1.p1
OG0025384,TRINITY_DN290523_c2_g2_i1.p1
OG0025385,TRINITY_DN290532_c2_g2_i2.p1
OG0025386,TRINITY_DN290567_c0_g1_i1.p1
OG0025387,TRINITY_DN290577_c1_g7_i2.p2
OG0025388,TRINITY_DN290582_c2_g1_i1.p1
OG0025389,TRINITY_DN290600_c2_g2_i8.p1
OG0025390,TRINITY_DN290601_c2_g7_i1.p1
OG0025391,"TRINITY_DN290607_c6_g1_i2.p1, TRINITY_DN290607_c6_g2_i13.p1"
OG0025392,TRINITY_DN290609_c0_g1_i24.p1
OG0025393,TRINITY_DN290624_c3_g2_i5.p1
OG0025394,TRINITY_DN290664_c0_g4_i3.p1
OG0025395,TRINITY_DN290670_c2_g4_i1.p1
OG0025396,"TRINITY_DN290692_c0_g4_i3.p1, TRINITY_DN294710_c2_g1_i1.p1, TRINITY_DN307249_c0_g1_i1.p2"
OG0025397,TRINITY_DN290693_c1_g3_i3.p1
OG0025398,TRINITY_DN290739_c0_g3_i2.p1
OG0025399,TRINITY_DN290784_c1_g1_i3.p1
OG0025400,TRINITY_DN290785_c0_g1_i1.p1
OG0025401,TRINITY_DN290808_c0_g1_i1.p1
OG0025402,TRINITY_DN290809_c1_g5_i2.p1
OG0025403,TRINITY_DN290819_c0_g1_i10.p2
OG0025404,TRINITY_DN290822_c1_g1_i1.p1
OG0025405,"TRINITY_DN290834_c0_g4_i1.p1, TRINITY_DN316092_c2_g1_i3.p1"
OG0025406,"TRINITY_DN290846_c0_g3_i1.p1, TRINITY_DN316934_c5_g2_i2.p1"
OG0025407,"TRINITY_DN290852_c0_g1_i3.p1, TRINITY_DN294185_c3_g2_i1.p1, TRINITY_DN314149_c5_g2_i6.p1"
OG0025408,TRINITY_DN290863_c8_g1_i8.p1
OG0025409,TRINITY_DN290876_c0_g3_i3.p1
OG0025410,TRINITY_DN290897_c3_g3_i2.p1
OG0025411,TRINITY_DN290907_c2_g7_i2.p1
OG0025412,"TRINITY_DN290969_c1_g3_i6.p1, TRINITY_DN310086_c2_g1_i2.p1"
OG0025413,TRINITY_DN290984_c2_g1_i6.p1
OG0025414,TRINITY_DN290999_c1_g2_i6.p1
OG0025415,"TRINITY_DN291001_c0_g1_i3.p1, TRINITY_DN314503_c1_g1_i3.p1"
OG0025416,TRINITY_DN291004_c1_g1_i1.p1
OG0025417,TRINITY_DN291014_c0_g1_i2.p1
OG0025418,TRINITY_DN291018_c0_g3_i3.p1
OG0025419,TRINITY_DN291020_c1_g2_i2.p1
OG0025420,TRINITY_DN291022_c1_g2_i11.p1
OG0025421,TRINITY_DN291046_c1_g2_i1.p1
OG0025422,TRINITY_DN291052_c0_g2_i6.p1
OG0025423,TRINITY_DN291057_c1_g1_i7.p1
OG0025424,TRINITY_DN291058_c0_g3_i5.p1
OG0025425,TRINITY_DN291087_c6_g2_i1.p1
OG0025426,"TRINITY_DN291136_c1_g3_i1.p1, TRINITY_DN291543_c0_g1_i4.p1"
OG0025427,TRINITY_DN291155_c0_g1_i1.p1
OG0025428,TRINITY_DN291181_c0_g2_i1.p1
OG0025429,"TRINITY_DN291187_c1_g1_i3.p1, TRINITY_DN291187_c1_g2_i1.p1"
OG0025430,TRINITY_DN291202_c2_g1_i7.p1
OG0025431,TRINITY_DN291277_c1_g3_i1.p2
OG0025432,TRINITY_DN291288_c0_g3_i4.p1
OG0025433,TRINITY_DN291297_c0_g1_i6.p1
OG0025434,TRINITY_DN291339_c1_g1_i2.p1
OG0025435,TRINITY_DN291346_c2_g4_i1.p1
OG0025436,TRINITY_DN291347_c1_g1_i3.p1
OG0025437,TRINITY_DN291348_c0_g1_i36.p1
OG0025438,TRINITY_DN291357_c2_g2_i2.p1
OG0025439,TRINITY_DN291373_c0_g4_i1.p1
OG0025440,TRINITY_DN291379_c2_g1_i1.p1
OG0025441,TRINITY_DN291386_c0_g2_i1.p1
OG0025442,TRINITY_DN291409_c0_g2_i2.p1
OG0025443,TRINITY_DN291429_c0_g1_i3.p1
OG0025444,TRINITY_DN291437_c0_g6_i1.p2
OG0025445,TRINITY_DN291438_c1_g1_i1.p1
OG0025446,TRINITY_DN291452_c1_g1_i8.p1
OG0025447,TRINITY_DN291461_c0_g1_i2.p1
OG0025448,TRINITY_DN291477_c0_g1_i4.p1
OG0025449,TRINITY_DN291486_c2_g3_i1.p1
OG0025450,TRINITY_DN291494_c0_g1_i3.p1
OG0025451,TRINITY_DN29149_c0_g1_i1.p1
OG0025452,TRINITY_DN291528_c5_g1_i1.p1
OG0025453,TRINITY_DN291530_c0_g1_i5.p1
OG0025454,TRINITY_DN291536_c1_g3_i1.p1
OG0025455,TRINITY_DN291552_c1_g1_i2.p1
OG0025456,TRINITY_DN291618_c1_g2_i1.p1
OG0025457,"TRINITY_DN291621_c0_g1_i12.p1, TRINITY_DN291621_c0_g2_i8.p2, TRINITY_DN453520_c0_g1_i1.p1"
OG0025458,"TRINITY_DN291621_c0_g2_i8.p1, TRINITY_DN295487_c2_g1_i9.p1, TRINITY_DN295515_c2_g1_i7.p1"
OG0025459,TRINITY_DN291634_c3_g1_i3.p1
OG0025460,TRINITY_DN291652_c0_g1_i9.p1
OG0025461,TRINITY_DN291691_c2_g1_i9.p1
OG0025462,TRINITY_DN291730_c3_g3_i1.p1
OG0025463,TRINITY_DN291733_c0_g1_i12.p1
OG0025464,TRINITY_DN291734_c2_g2_i2.p1
OG0025465,TRINITY_DN291750_c0_g1_i1.p1
OG0025466,TRINITY_DN291774_c1_g1_i2.p1
OG0025467,TRINITY_DN291798_c0_g1_i3.p1
OG0025468,TRINITY_DN291843_c0_g3_i2.p1
OG0025469,TRINITY_DN291847_c0_g1_i8.p1
OG0025470,"TRINITY_DN291861_c2_g2_i4.p1, TRINITY_DN291861_c2_g4_i3.p1"
OG0025471,TRINITY_DN291917_c0_g2_i16.p1
OG0025472,TRINITY_DN291924_c0_g2_i3.p1
OG0025473,TRINITY_DN291949_c0_g1_i14.p1
OG0025474,TRINITY_DN29200_c0_g1_i1.p1
OG0025475,"TRINITY_DN292018_c0_g2_i2.p1, TRINITY_DN292018_c0_g3_i2.p1"
OG0025476,TRINITY_DN292040_c0_g1_i4.p1
OG0025477,TRINITY_DN292059_c3_g2_i3.p1
OG0025478,TRINITY_DN292069_c1_g1_i5.p1
OG0025479,TRINITY_DN292081_c0_g2_i3.p1
OG0025480,TRINITY_DN292116_c4_g2_i4.p1
OG0025481,TRINITY_DN292157_c0_g3_i6.p1
OG0025482,TRINITY_DN292171_c0_g4_i1.p1
OG0025483,TRINITY_DN292184_c0_g1_i1.p1
OG0025484,TRINITY_DN292211_c3_g2_i6.p1
OG0025485,TRINITY_DN292223_c0_g2_i3.p1
OG0025486,TRINITY_DN292272_c0_g3_i1.p1
OG0025487,TRINITY_DN292296_c1_g1_i1.p1
OG0025488,TRINITY_DN292310_c0_g2_i6.p1
OG0025489,TRINITY_DN292313_c2_g5_i1.p1
OG0025490,TRINITY_DN292342_c0_g1_i3.p1
OG0025491,TRINITY_DN292344_c1_g5_i1.p1
OG0025492,TRINITY_DN292358_c0_g1_i4.p1
OG0025493,TRINITY_DN292406_c0_g1_i4.p1
OG0025494,TRINITY_DN292410_c0_g3_i1.p1
OG0025495,TRINITY_DN292465_c0_g1_i12.p1
OG0025496,TRINITY_DN292487_c0_g1_i6.p1
OG0025497,TRINITY_DN292491_c0_g1_i1.p1
OG0025498,TRINITY_DN292536_c0_g1_i1.p1
OG0025499,TRINITY_DN292552_c0_g2_i2.p1
OG0025500,TRINITY_DN292588_c0_g1_i6.p1
OG0025501,TRINITY_DN292599_c1_g1_i4.p1
OG0025502,TRINITY_DN292603_c0_g2_i23.p1
OG0025503,TRINITY_DN292651_c2_g2_i1.p1
OG0025504,TRINITY_DN292664_c1_g2_i7.p1
OG0025505,TRINITY_DN292669_c0_g1_i17.p1
OG0025506,TRINITY_DN292692_c0_g3_i2.p1
OG0025507,"TRINITY_DN292693_c2_g1_i6.p1, TRINITY_DN93400_c0_g1_i1.p1"
OG0025508,TRINITY_DN292722_c2_g8_i2.p1
OG0025509,"TRINITY_DN292746_c2_g5_i3.p1, TRINITY_DN312888_c2_g1_i4.p1"
OG0025510,TRINITY_DN292761_c0_g5_i1.p1
OG0025511,TRINITY_DN292767_c1_g8_i6.p1
OG0025512,TRINITY_DN292826_c0_g7_i1.p1
OG0025513,"TRINITY_DN292831_c3_g1_i2.p2, TRINITY_DN314585_c4_g1_i10.p1"
OG0025514,TRINITY_DN292832_c2_g1_i3.p1
OG0025515,TRINITY_DN292859_c0_g4_i2.p1
OG0025516,TRINITY_DN292873_c0_g1_i1.p1
OG0025517,"TRINITY_DN292911_c0_g1_i1.p2, TRINITY_DN292911_c0_g4_i2.p1"
OG0025518,TRINITY_DN292979_c1_g1_i7.p1
OG0025519,TRINITY_DN292991_c2_g1_i9.p1
OG0025520,TRINITY_DN292994_c0_g1_i3.p1
OG0025521,TRINITY_DN293011_c0_g3_i3.p1
OG0025522,TRINITY_DN293011_c0_g4_i1.p1
OG0025523,TRINITY_DN293037_c0_g1_i15.p1
OG0025524,TRINITY_DN293040_c1_g3_i4.p1
OG0025525,TRINITY_DN293118_c3_g1_i2.p1
OG0025526,TRINITY_DN293128_c1_g1_i8.p1
OG0025527,TRINITY_DN293151_c1_g1_i10.p1
OG0025528,TRINITY_DN293151_c1_g1_i10.p3
OG0025529,TRINITY_DN293162_c0_g3_i1.p1
OG0025530,TRINITY_DN293167_c1_g2_i4.p1
OG0025531,TRINITY_DN293175_c0_g1_i3.p1
OG0025532,"TRINITY_DN293189_c0_g1_i1.p1, TRINITY_DN294309_c0_g3_i3.p1"
OG0025533,TRINITY_DN293192_c2_g1_i13.p1
OG0025534,TRINITY_DN293196_c0_g2_i1.p1
OG0025535,TRINITY_DN293215_c0_g3_i1.p1
OG0025536,TRINITY_DN293226_c0_g1_i4.p1
OG0025537,TRINITY_DN293232_c4_g2_i4.p1
OG0025538,TRINITY_DN293246_c0_g1_i4.p1
OG0025539,TRINITY_DN293260_c0_g1_i2.p1
OG0025540,TRINITY_DN293275_c0_g1_i5.p1
OG0025541,TRINITY_DN293304_c1_g2_i7.p1
OG0025542,TRINITY_DN293388_c2_g3_i1.p1
OG0025543,TRINITY_DN293390_c0_g1_i2.p1
OG0025544,TRINITY_DN293399_c0_g1_i14.p1
OG0025545,TRINITY_DN293404_c2_g3_i9.p1
OG0025546,TRINITY_DN293453_c2_g1_i5.p1
OG0025547,TRINITY_DN293467_c1_g8_i1.p1
OG0025548,TRINITY_DN293495_c2_g1_i7.p1
OG0025549,TRINITY_DN293498_c0_g3_i6.p1
OG0025550,TRINITY_DN293510_c0_g2_i2.p1
OG0025551,TRINITY_DN293568_c1_g1_i3.p1
OG0025552,TRINITY_DN293581_c0_g1_i3.p1
OG0025553,TRINITY_DN293582_c1_g1_i6.p1
OG0025554,TRINITY_DN293622_c5_g1_i14.p1
OG0025555,TRINITY_DN293667_c2_g1_i8.p1
OG0025556,TRINITY_DN293677_c2_g1_i4.p1
OG0025557,TRINITY_DN293689_c1_g1_i8.p1
OG0025558,TRINITY_DN293690_c4_g2_i2.p1
OG0025559,TRINITY_DN293739_c2_g1_i4.p1
OG0025560,"TRINITY_DN293800_c0_g1_i3.p1, TRINITY_DN294428_c1_g5_i4.p1, TRINITY_DN303485_c1_g5_i2.p1"
OG0025561,TRINITY_DN293882_c0_g1_i3.p1
OG0025562,TRINITY_DN293883_c2_g2_i1.p1
OG0025563,TRINITY_DN293886_c0_g1_i1.p1
OG0025564,TRINITY_DN293891_c0_g1_i5.p1
OG0025565,TRINITY_DN293895_c0_g1_i3.p1
OG0025566,TRINITY_DN293901_c1_g3_i3.p3
OG0025567,TRINITY_DN293919_c1_g2_i4.p1
OG0025568,TRINITY_DN293922_c0_g1_i6.p1
OG0025569,TRINITY_DN293959_c1_g1_i1.p1
OG0025570,"TRINITY_DN294004_c0_g2_i1.p1, TRINITY_DN295525_c0_g1_i9.p1"
OG0025571,TRINITY_DN294012_c1_g3_i3.p1
OG0025572,"TRINITY_DN294017_c0_g3_i6.p1, TRINITY_DN294017_c0_g3_i6.p2"
OG0025573,TRINITY_DN294044_c1_g1_i13.p1
OG0025574,TRINITY_DN294050_c0_g1_i9.p1
OG0025575,TRINITY_DN294074_c0_g2_i4.p1
OG0025576,TRINITY_DN294075_c0_g1_i1.p1
OG0025577,TRINITY_DN294083_c0_g3_i1.p1
OG0025578,"TRINITY_DN294090_c3_g3_i9.p1, TRINITY_DN518354_c0_g1_i1.p1"
OG0025579,TRINITY_DN294113_c0_g1_i7.p1
OG0025580,TRINITY_DN294140_c0_g2_i3.p1
OG0025581,"TRINITY_DN294161_c0_g1_i11.p1, TRINITY_DN294837_c0_g4_i2.p1"
OG0025582,TRINITY_DN294165_c0_g2_i6.p1
OG0025583,TRINITY_DN294169_c1_g11_i1.p1
OG0025584,TRINITY_DN29418_c0_g1_i1.p1
OG0025585,TRINITY_DN294218_c7_g1_i1.p1
OG0025586,TRINITY_DN294232_c0_g2_i7.p2
OG0025587,TRINITY_DN294235_c0_g6_i1.p1
OG0025588,TRINITY_DN294242_c2_g1_i7.p1
OG0025589,TRINITY_DN294246_c0_g2_i5.p1
OG0025590,TRINITY_DN294265_c1_g2_i5.p1
OG0025591,TRINITY_DN294297_c0_g1_i9.p1
OG0025592,TRINITY_DN294323_c0_g1_i3.p1
OG0025593,"TRINITY_DN294325_c0_g6_i1.p1, TRINITY_DN300064_c0_g2_i6.p1, TRINITY_DN306722_c3_g1_i14.p1"
OG0025594,TRINITY_DN294343_c0_g6_i1.p1
OG0025595,TRINITY_DN294348_c1_g1_i2.p1
OG0025596,TRINITY_DN294360_c0_g1_i5.p1
OG0025597,TRINITY_DN294380_c2_g3_i1.p1
OG0025598,TRINITY_DN294406_c2_g1_i8.p1
OG0025599,TRINITY_DN294427_c0_g5_i7.p1
OG0025600,TRINITY_DN294447_c2_g3_i1.p1
OG0025601,TRINITY_DN294449_c0_g6_i1.p1
OG0025602,TRINITY_DN294488_c3_g1_i7.p1
OG0025603,TRINITY_DN294517_c0_g1_i1.p1
OG0025604,TRINITY_DN294536_c0_g1_i2.p1
OG0025605,TRINITY_DN294554_c5_g3_i2.p1
OG0025606,TRINITY_DN294571_c1_g1_i8.p1
OG0025607,TRINITY_DN294596_c0_g3_i1.p1
OG0025608,TRINITY_DN294602_c2_g3_i2.p1
OG0025609,TRINITY_DN294613_c2_g1_i2.p1
OG0025610,"TRINITY_DN294624_c0_g1_i10.p1, TRINITY_DN317215_c2_g1_i2.p1"
OG0025611,TRINITY_DN294662_c1_g3_i1.p1
OG0025612,TRINITY_DN294668_c1_g5_i1.p1
OG0025613,TRINITY_DN294689_c0_g1_i1.p1
OG0025614,TRINITY_DN294733_c3_g1_i4.p1
OG0025615,TRINITY_DN294762_c2_g2_i1.p1
OG0025616,TRINITY_DN294841_c2_g1_i1.p1
OG0025617,TRINITY_DN294843_c2_g1_i6.p1
OG0025618,TRINITY_DN294870_c1_g1_i1.p1
OG0025619,"TRINITY_DN294887_c3_g3_i5.p1, TRINITY_DN301767_c2_g1_i4.p1"
OG0025620,TRINITY_DN294914_c1_g2_i5.p2
OG0025621,TRINITY_DN294919_c0_g1_i2.p1
OG0025622,TRINITY_DN294922_c1_g2_i9.p1
OG0025623,TRINITY_DN294928_c1_g4_i2.p1
OG0025624,TRINITY_DN294931_c1_g1_i3.p1
OG0025625,TRINITY_DN294978_c0_g8_i1.p1
OG0025626,TRINITY_DN294981_c1_g2_i7.p1
OG0025627,TRINITY_DN294987_c0_g1_i2.p1
OG0025628,TRINITY_DN295022_c0_g1_i1.p1
OG0025629,TRINITY_DN295074_c1_g2_i6.p1
OG0025630,"TRINITY_DN295087_c2_g1_i3.p1, TRINITY_DN317604_c4_g1_i2.p1"
OG0025631,"TRINITY_DN295148_c1_g2_i8.p1, TRINITY_DN295148_c1_g5_i2.p1"
OG0025632,TRINITY_DN295156_c0_g1_i1.p1
OG0025633,TRINITY_DN295185_c0_g2_i4.p1
OG0025634,"TRINITY_DN295214_c0_g1_i4.p1, TRINITY_DN295214_c0_g3_i2.p1"
OG0025635,TRINITY_DN295258_c1_g3_i2.p1
OG0025636,TRINITY_DN295288_c0_g2_i2.p1
OG0025637,TRINITY_DN295292_c1_g1_i5.p1
OG0025638,TRINITY_DN295306_c0_g2_i15.p1
OG0025639,"TRINITY_DN295321_c1_g1_i4.p1, TRINITY_DN300337_c0_g1_i10.p1"
OG0025640,TRINITY_DN295348_c0_g1_i2.p1
OG0025641,TRINITY_DN295361_c2_g1_i8.p2
OG0025642,TRINITY_DN295363_c1_g8_i1.p1
OG0025643,TRINITY_DN295371_c0_g1_i13.p1
OG0025644,TRINITY_DN295388_c2_g1_i12.p1
OG0025645,TRINITY_DN295407_c2_g1_i3.p2
OG0025646,TRINITY_DN295416_c7_g4_i3.p1
OG0025647,TRINITY_DN295438_c2_g2_i1.p1
OG0025648,TRINITY_DN295445_c0_g1_i6.p1
OG0025649,TRINITY_DN295468_c0_g2_i8.p1
OG0025650,"TRINITY_DN295470_c0_g3_i2.p1, TRINITY_DN299657_c0_g2_i2.p1"
OG0025651,TRINITY_DN295517_c6_g1_i3.p1
OG0025652,TRINITY_DN295543_c0_g1_i1.p1
OG0025653,TRINITY_DN295559_c0_g3_i2.p1
OG0025654,TRINITY_DN295574_c0_g1_i1.p1
OG0025655,TRINITY_DN295583_c0_g3_i2.p1
OG0025656,TRINITY_DN295589_c1_g1_i2.p2
OG0025657,TRINITY_DN295627_c1_g5_i2.p1
OG0025658,TRINITY_DN295628_c1_g4_i3.p1
OG0025659,TRINITY_DN295666_c0_g1_i8.p1
OG0025660,TRINITY_DN295670_c0_g2_i2.p1
OG0025661,TRINITY_DN295671_c2_g2_i1.p1
OG0025662,TRINITY_DN295743_c1_g1_i12.p1
OG0025663,TRINITY_DN295843_c0_g3_i3.p1
OG0025664,TRINITY_DN295887_c0_g5_i2.p1
OG0025665,TRINITY_DN295915_c0_g2_i14.p2
OG0025666,TRINITY_DN295946_c1_g3_i1.p1
OG0025667,TRINITY_DN295952_c3_g4_i1.p1
OG0025668,TRINITY_DN295970_c1_g1_i3.p1
OG0025669,TRINITY_DN295986_c0_g1_i1.p1
OG0025670,TRINITY_DN295991_c1_g2_i7.p1
OG0025671,TRINITY_DN296030_c0_g1_i1.p1
OG0025672,TRINITY_DN296030_c0_g2_i4.p1
OG0025673,TRINITY_DN296051_c2_g1_i8.p1
OG0025674,TRINITY_DN296053_c1_g2_i1.p1
OG0025675,TRINITY_DN296063_c0_g2_i5.p1
OG0025676,TRINITY_DN296102_c1_g1_i5.p1
OG0025677,TRINITY_DN296105_c0_g3_i5.p1
OG0025678,TRINITY_DN296113_c1_g6_i1.p1
OG0025679,TRINITY_DN296114_c0_g2_i2.p1
OG0025680,TRINITY_DN296140_c0_g1_i3.p1
OG0025681,"TRINITY_DN296143_c0_g2_i2.p1, TRINITY_DN314685_c5_g1_i5.p2"
OG0025682,"TRINITY_DN296150_c1_g1_i8.p1, TRINITY_DN307077_c0_g5_i1.p1"
OG0025683,TRINITY_DN296152_c0_g1_i9.p1
OG0025684,TRINITY_DN296168_c0_g2_i2.p1
OG0025685,TRINITY_DN296204_c1_g1_i2.p1
OG0025686,TRINITY_DN296228_c0_g2_i2.p1
OG0025687,"TRINITY_DN296237_c0_g2_i13.p1, TRINITY_DN301766_c0_g2_i11.p1"
OG0025688,TRINITY_DN296242_c0_g5_i1.p1
OG0025689,TRINITY_DN296286_c0_g1_i21.p1
OG0025690,TRINITY_DN296310_c1_g3_i9.p1
OG0025691,TRINITY_DN296349_c0_g2_i3.p2
OG0025692,TRINITY_DN296374_c0_g5_i1.p1
OG0025693,TRINITY_DN296402_c0_g7_i2.p1
OG0025694,TRINITY_DN296415_c1_g2_i7.p1
OG0025695,TRINITY_DN296447_c0_g1_i8.p1
OG0025696,TRINITY_DN296472_c0_g1_i8.p1
OG0025697,TRINITY_DN296480_c0_g1_i16.p1
OG0025698,TRINITY_DN296509_c1_g6_i1.p1
OG0025699,TRINITY_DN296512_c6_g1_i7.p1
OG0025700,TRINITY_DN296517_c0_g2_i4.p1
OG0025701,TRINITY_DN296546_c0_g4_i1.p1
OG0025702,TRINITY_DN296550_c0_g8_i7.p1
OG0025703,TRINITY_DN296561_c0_g2_i4.p1
OG0025704,TRINITY_DN296603_c1_g2_i1.p1
OG0025705,TRINITY_DN296609_c2_g1_i1.p1
OG0025706,TRINITY_DN296623_c0_g2_i8.p1
OG0025707,TRINITY_DN29663_c0_g1_i1.p1
OG0025708,TRINITY_DN296657_c1_g1_i8.p2
OG0025709,TRINITY_DN296665_c3_g2_i2.p1
OG0025710,"TRINITY_DN296673_c2_g2_i8.p1, TRINITY_DN305934_c2_g2_i6.p2"
OG0025711,TRINITY_DN296684_c0_g1_i1.p1
OG0025712,TRINITY_DN296694_c0_g3_i1.p1
OG0025713,"TRINITY_DN296710_c1_g1_i2.p1, TRINITY_DN312925_c2_g1_i8.p1"
OG0025714,TRINITY_DN296725_c0_g2_i1.p1
OG0025715,TRINITY_DN296740_c1_g2_i2.p1
OG0025716,TRINITY_DN296744_c2_g3_i7.p1
OG0025717,TRINITY_DN296773_c3_g1_i6.p1
OG0025718,TRINITY_DN296779_c0_g2_i4.p1
OG0025719,TRINITY_DN296792_c0_g4_i1.p1
OG0025720,TRINITY_DN296799_c0_g2_i6.p1
OG0025721,TRINITY_DN296814_c0_g3_i1.p1
OG0025722,TRINITY_DN296852_c0_g1_i1.p2
OG0025723,TRINITY_DN296877_c1_g3_i2.p1
OG0025724,TRINITY_DN296891_c0_g1_i2.p1
OG0025725,TRINITY_DN296912_c0_g2_i5.p1
OG0025726,TRINITY_DN296934_c3_g4_i1.p1
OG0025727,"TRINITY_DN296940_c2_g2_i6.p1, TRINITY_DN298972_c1_g3_i1.p1, TRINITY_DN300429_c1_g1_i2.p2"
OG0025728,TRINITY_DN296948_c0_g1_i8.p1
OG0025729,TRINITY_DN296987_c0_g1_i2.p1
OG0025730,"TRINITY_DN296989_c2_g1_i6.p1, TRINITY_DN299165_c3_g2_i6.p1"
OG0025731,TRINITY_DN296993_c0_g3_i1.p1
OG0025732,TRINITY_DN297005_c0_g1_i1.p1
OG0025733,TRINITY_DN297035_c0_g1_i2.p1
OG0025734,TRINITY_DN297037_c0_g1_i2.p1
OG0025735,TRINITY_DN297058_c2_g1_i4.p1
OG0025736,TRINITY_DN297065_c2_g1_i1.p1
OG0025737,"TRINITY_DN297102_c0_g1_i7.p1, TRINITY_DN299077_c4_g1_i11.p1"
OG0025738,TRINITY_DN297127_c0_g1_i4.p1
OG0025739,TRINITY_DN297137_c1_g4_i2.p1
OG0025740,TRINITY_DN297148_c1_g2_i1.p1
OG0025741,TRINITY_DN297155_c0_g1_i1.p1
OG0025742,TRINITY_DN297158_c0_g3_i1.p1
OG0025743,TRINITY_DN297170_c1_g1_i1.p1
OG0025744,TRINITY_DN297170_c1_g1_i1.p2
OG0025745,TRINITY_DN297176_c1_g1_i1.p1
OG0025746,TRINITY_DN297199_c1_g1_i3.p1
OG0025747,TRINITY_DN297199_c1_g1_i3.p2
OG0025748,TRINITY_DN297205_c1_g3_i1.p1
OG0025749,TRINITY_DN297235_c2_g7_i1.p1
OG0025750,TRINITY_DN297243_c0_g2_i2.p1
OG0025751,TRINITY_DN297290_c0_g1_i3.p1
OG0025752,TRINITY_DN297292_c3_g1_i6.p1
OG0025753,TRINITY_DN297373_c0_g2_i4.p1
OG0025754,"TRINITY_DN297381_c0_g1_i5.p1, TRINITY_DN297381_c0_g2_i1.p1"
OG0025755,TRINITY_DN297383_c0_g1_i3.p1
OG0025756,TRINITY_DN297386_c1_g1_i10.p1
OG0025757,"TRINITY_DN297423_c0_g2_i2.p1, TRINITY_DN395429_c0_g1_i1.p1"
OG0025758,TRINITY_DN297429_c1_g1_i1.p1
OG0025759,TRINITY_DN297431_c0_g2_i2.p1
OG0025760,TRINITY_DN297445_c3_g1_i1.p1
OG0025761,TRINITY_DN297449_c0_g1_i5.p1
OG0025762,TRINITY_DN297472_c3_g1_i13.p1
OG0025763,TRINITY_DN297484_c2_g6_i1.p1
OG0025764,TRINITY_DN297491_c0_g3_i1.p1
OG0025765,TRINITY_DN297500_c0_g1_i1.p1
OG0025766,TRINITY_DN29755_c0_g1_i1.p1
OG0025767,TRINITY_DN297561_c0_g2_i1.p1
